tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai
20231227,21,146,2044337622386638,110,1830343887804434,346935,07,24,00
20231216,08,146,2044337622386638,135,7991602337899394,715812,08,23,01
20231015,08,125,7327373000707906,122,1372230586542608,143407,08,22,00
20231115,15,148,2840113173364464,115,6558785395760471,763973,05,22,02
20240602,18,150,4232767793799672,125,8422515825971310,772085,05,03,01
20230812,08,105,8788427965584766,137,4634554248275382,955232,01,02,00
20240211,21,125,7327373000707906,102,5863252764917656,171485,05,30,02
20240102,08,121,3450387699475439,137,4634554248275382,621698,03,14,SP
20240216,18,113,7407111457153566,105,8788427965584766,394724,06,20,SP
20240301,21,126,3637455924692426,122,1372230586542608,590150,04,18,00
20231202,21,125,7327373000707906,122,1372230586542608,286116,08,22,02
20240617,00,114,7074132228440133,126,3637455924692426,740877,08,17,00
20231128,15,148,1985342356826308,146,2044337622386638,170299,06,13,02
20231203,00,114,7074132228440133,121,5992878262784252,481060,06,18,00
20240112,00,137,7668467079037537,110,1830343887804434,999305,05,04,SP
20231104,03,112,8670929624713173,146,2044337622386638,749811,07,24,00
20231213,12,115,7945817035794669,135,6554362901745224,913719,01,15,00
20240129,15,103,3714307808310082,122,1372230586542608,754814,08,30,SP
20240626,03,126,2303213871956762,136,4700186713126633,650689,05,04,SP
20231027,06,144,4654730021587260,126,9863082793045214,983165,01,20,SP
20240706,00,146,2044337622386638,134,5849039382717113,93539,01,15,00
20240501,12,129,6201519636837083,137,4634554248275382,462073,03,12,00
20231107,08,119,8412390186284387,107,3890941062666615,100173,05,01,01
20231017,12,126,3637455924692426,106,2890377128824337,104812,08,19,00
20240417,18,146,2044337622386638,100,7728086554126641,236087,05,16,SP
20230815,18,105,8788427965584766,110,1830343887804434,853342,04,00,02
20230730,21,109,8207472969382209,110,1830343887804434,199580,08,04,SP
20230930,12,150,6189264209566640,144,7866228310599096,189453,04,30,SP
20240614,18,137,4634554248275382,104,3591403268009352,147864,08,21,02
20240429,08,117,8498159707111951,114,7074132228440133,290059,02,23,00
20240102,15,103,8891695419498045,146,2044337622386638,640822,06,28,SP
20240417,18,107,9167070429743475,146,2044337622386638,979213,07,28,02
20231017,18,122,1372230586542608,107,8354576066927333,547006,02,24,01
20240201,15,106,4607397916286030,119,7528364263033894,552504,02,21,SP
20230807,03,146,2044337622386638,130,4273408450094652,51710,05,26,00
20240627,03,120,2851721687379265,125,4168383304737240,910782,04,24,00
20231116,15,134,3280522584556199,103,6625205147151513,570209,03,28,SP
20240313,15,138,1924877876575326,122,1372230586542608,732173,03,24,02
20230924,00,110,8227190085559575,114,7065137925524010,333881,08,27,SP
20231119,15,103,5852167174066276,134,6032797271600715,104765,05,26,01
20231109,06,150,5649000463398079,142,3819716893233173,90116,05,12,00
20240313,21,122,1372230586542608,146,2044337622386638,861595,08,17,SP
20231214,21,105,8788427965584766,130,9032021511671138,674674,03,27,SP
20231206,06,122,1372230586542608,139,7338559116409226,617359,06,04,SP
20240417,15,140,1915170095747595,137,4634554248275382,906250,06,24,02
20240204,18,137,4634554248275382,111,2353328589094337,507574,01,27,00
20231111,12,118,9093630771495942,137,4634554248275382,428392,03,23,01
20240127,03,110,1830343887804434,120,3009172940242106,691422,03,01,SP
20240313,06,126,3637455924692426,132,4025078452597882,533346,04,30,02
20230820,18,145,6095003621044583,113,7407111457153566,674008,07,23,02
20230822,00,125,7327373000707906,104,7724321775633324,54182,07,03,00
20231001,12,138,9590876130320952,103,2540158136806973,297225,05,27,SP
20240510,12,118,8444487056996415,121,3450387699475439,340955,02,28,SP
20240713,03,121,3450387699475439,110,1830343887804434,626588,02,16,00
20230921,03,113,7407111457153566,125,7327373000707906,996051,02,02,02
20240322,06,118,1414126609760173,148,2762971579762390,657235,06,24,01
20240528,18,102,8915058516791391,114,7074132228440133,756507,07,19,01
20240122,15,146,5842875484707582,126,3637455924692426,605497,07,24,02
20240630,03,137,6459283720275481,114,7074132228440133,672004,07,13,02
20230915,00,125,7327373000707906,148,6165098203736981,988174,04,20,SP
20230716,15,110,1830343887804434,126,3637455924692426,310165,07,02,02
20240301,08,134,1554283001323611,114,7074132228440133,924140,08,00,01
20240423,00,116,6736547122416534,121,3450387699475439,863783,03,28,02
20240314,03,114,6119805222749094,133,6918339180401224,257015,06,13,00
20230903,21,121,3450387699475439,101,9184490652016192,776147,06,25,02
20240109,21,119,9321286039496109,121,3450387699475439,41777,04,00,00
20231025,18,149,5580734130324644,133,2092424223082081,228571,01,01,02
20240713,18,102,4132309821389720,122,1372230586542608,691689,05,21,01
20230923,00,122,1372230586542608,136,3272338346739671,795384,08,11,00
20230907,21,150,8071092887359513,114,7074132228440133,879302,02,16,00
20240111,08,126,3637455924692426,126,3637455924692426,678030,03,18,01
20240104,15,132,3311079597664383,103,5356827630447906,548814,02,25,01
20231125,12,109,7168493497584050,114,7074132228440133,581519,06,25,00
20240424,18,103,7553242263596554,121,2451202926053496,76141,02,04,02
20240205,21,128,1581327339976694,130,7435628009577760,929740,04,18,01
20240703,12,110,1830343887804434,126,3637455924692426,14869,06,25,01
20230731,15,114,7074132228440133,105,7283376755728721,932400,08,01,02
20240318,00,126,3637455924692426,146,2044337622386638,747308,01,03,01
20230810,18,122,1372230586542608,113,9334995754002005,562012,01,02,02
20240112,08,113,7407111457153566,104,5179638996161232,293095,01,02,00
20230913,21,110,1830343887804434,110,1830343887804434,435965,05,20,00
20240615,12,110,1830343887804434,125,7327373000707906,338318,07,26,SP
20231019,03,105,8788427965584766,137,4634554248275382,889758,07,27,SP
20240618,21,120,6145225204170408,137,4634554248275382,29396,07,23,SP
20230813,21,117,1581349449539355,139,9265901073114287,979038,08,15,02
20230719,06,105,4941342029607610,150,9102285834610117,849108,02,17,01
20230804,21,111,7619591598083075,119,5361773310637522,628815,08,04,01
20231029,03,110,1830343887804434,100,5692704707542032,291405,07,01,SP
20230903,21,127,8496796091228863,126,3637455924692426,367094,04,00,02
20240701,06,139,1615388823076305,146,2044337622386638,180795,05,12,00
20240213,12,100,2814370878682854,105,8788427965584766,715060,05,23,01
20240229,18,113,7407111457153566,121,3450387699475439,699346,05,04,01
20231029,00,127,2656701893674465,146,2044337622386638,953108,05,20,00
20240309,06,105,2556301595411334,137,5295253527984974,664541,05,25,00
20240603,21,106,8056997088676657,115,2275340930386815,398848,07,14,02
20240108,06,113,7407111457153566,110,1830343887804434,971113,08,04,01
20240322,18,126,3637455924692426,118,5728749193662171,312655,06,23,00
20240608,00,143,9241125677547864,125,7327373000707906,148650,08,30,00
20240507,03,122,1372230586542608,123,8348772915838323,336941,01,03,01
20230823,12,121,1196926757995076,126,3637455924692426,317243,03,30,SP
20231206,15,121,5858252130027563,122,6281073881394430,923722,07,16,SP
20240327,12,111,5141519513999711,110,7495439317769596,481712,07,18,SP
20231104,03,149,3351000556771153,121,3450387699475439,438727,08,22,SP
20240124,03,109,4901969822062163,110,1830343887804434,102175,08,03,00
20231006,00,107,1641701957259792,127,5502396255216638,597762,08,30,SP
20240507,06,126,3637455924692426,134,8615650418654326,477666,07,28,01
20231211,00,146,2044337622386638,146,2044337622386638,298546,07,13,SP
20231003,03,125,7327373000707906,137,4634554248275382,964881,03,26,SP
20230824,08,105,8788427965584766,137,4634554248275382,263985,07,25,SP
20240527,21,114,3304247042201711,126,3637455924692426,310359,04,00,01
20240414,12,119,6131369733683596,121,3450387699475439,638401,07,00,SP
20240701,08,125,2015347049056211,125,7327373000707906,63073,08,16,02
20231111,08,138,9329032862702364,122,1372230586542608,721432,08,14,00
20230928,15,146,2044337622386638,109,9102270394846661,826228,02,16,02
20240112,15,127,6288846717788484,145,9350357217249400,562957,08,26,SP
20240331,12,141,2294192430689427,127,3008947847172522,468396,04,18,02
20240322,21,107,6898549495227039,138,5134967451189169,272984,06,03,SP
20231223,21,117,7338138294138883,146,2044337622386638,949943,04,04,00
20231129,18,130,1725294711371738,119,1960035557220075,676340,07,04,00
20240130,00,114,7074132228440133,108,9382137635152790,507566,03,00,01
20240109,21,105,8788427965584766,113,7407111457153566,697306,06,25,01
20240305,15,117,3123676034267085,113,1410717661134072,119560,04,28,01
20230902,03,138,9115989094512659,149,1904830367488852,667839,02,17,02
20230728,21,114,7074132228440133,124,2044010754039483,84657,04,24,01
20240525,06,133,9320087745898622,110,5265123130014667,487628,02,16,02
20231202,08,137,4634554248275382,122,1372230586542608,408421,08,27,02
20240708,12,119,2789671909964896,122,1372230586542608,931257,07,25,SP
20230929,08,114,7074132228440133,125,7327373000707906,795694,07,23,01
20240601,06,105,8788427965584766,105,8788427965584766,853671,06,28,01
20240219,15,122,1372230586542608,114,7074132228440133,726248,08,27,00
20240410,06,112,9014931179253850,114,7074132228440133,971082,04,03,02
20231026,06,117,8766436676342133,129,8111384793858511,113298,06,23,02
20230912,00,110,1830343887804434,137,4634554248275382,794040,06,00,SP
20231225,15,137,4888453506134057,110,1830343887804434,723295,03,22,01
20240120,06,113,7407111457153566,146,2044337622386638,876396,03,21,01
20231224,08,134,4247214051144501,145,5274451124629849,759088,06,00,01
20231013,06,108,2845473052026196,118,9972565909929680,798075,02,13,01
20231121,06,148,7694476037748375,117,1141429677460021,254613,01,00,01
20240621,15,105,8031245410507316,121,3450387699475439,986179,05,23,01
20240428,06,136,6070083413442219,142,6245965204416697,862463,03,02,01
20230923,15,110,1830343887804434,148,1025637993036593,180484,06,12,02
20240403,18,114,7074132228440133,121,4304185720215041,539117,02,23,00
20240618,18,108,1346123261232375,140,1768461260794957,760376,05,25,SP
20230805,15,109,6387665193260994,118,2633102687124807,284423,05,02,02
20240504,03,110,1830343887804434,128,9581745021097786,419976,07,19,01
20240128,21,125,3843525601368086,120,1699587212350126,280221,04,11,SP
20231113,15,146,2044337622386638,137,4634554248275382,472544,08,25,02
20240210,15,119,2424650251472888,123,7428907334369991,883829,02,03,01
20240317,21,125,7327373000707906,118,3963755592790750,266490,08,23,SP
20231106,21,113,1854253764593158,135,7549684731026447,690226,02,17,SP
20230802,06,108,8041430975743716,141,9530782065753285,339687,08,21,SP
20240202,12,113,7407111457153566,126,3637455924692426,566227,07,22,SP
20230920,03,121,3450387699475439,139,6058096340713803,301650,04,23,00
20231208,06,125,7327373000707906,109,4645697062935276,65840,01,21,00
20230729,12,130,6228190509781762,115,3611547552808824,71614,01,14,01
20230925,08,111,3543459505064564,128,8563727341940745,157079,07,13,02
20230912,18,147,9041675855935733,143,8131870947268139,54024,02,01,01
20230924,08,125,7327373000707906,110,1830343887804434,964434,04,12,00
20240229,18,114,7074132228440133,124,4002552568133913,583406,01,23,01
20240504,08,102,3879317226363420,108,9719723155245064,379095,07,28,01
20240514,00,133,6540658312029235,100,5314510683470375,566877,03,27,01
20240422,18,129,4968993974389807,100,5170161622469852,68140,05,15,02
20231128,21,134,3013457223927006,142,6791795183174602,18597,05,12,01
20240711,15,125,7327373000707906,115,1367087113946751,707298,06,22,02
20240123,15,119,6312801566531918,139,3049727529830562,293766,08,25,00
20240220,06,105,8788427965584766,122,1372230586542608,574916,03,27,01
20230903,00,110,1830343887804434,102,3610828911514864,377960,01,21,01
20240711,15,129,9837112274951317,137,4634554248275382,725384,01,23,00
20240621,03,146,2044337622386638,122,3407642701351180,276916,03,04,01
20231023,06,137,4634554248275382,103,4967808739589999,717123,01,18,00
20231223,06,103,4249137914629186,146,2044337622386638,270072,01,13,02
20240104,00,137,4634554248275382,114,7074132228440133,153160,04,20,01
20231213,15,121,3094067064188670,116,9313975675383032,688723,08,12,SP
20240526,18,138,8630639993137386,134,2755582773084628,244620,05,27,01
20240101,06,141,5647580317412638,114,7074132228440133,452996,01,13,02
20231222,06,137,4634554248275382,116,3166157881962595,666628,08,01,00
20230821,15,105,7625748583567453,114,8452322800616816,317201,03,25,01
20230812,21,138,5314110940989760,114,7074132228440133,654470,02,03,02
20230823,06,119,4928490785850214,125,7491145218781806,212234,04,18,01
20231122,03,114,7074132228440133,121,5945167314034293,507758,06,14,01
20230801,15,125,7327373000707906,110,1830343887804434,710914,08,21,SP
20240211,06,125,7327373000707906,135,8125321701645456,305192,03,21,SP
20240608,06,147,8378227143109086,110,1830343887804434,281380,05,02,SP
20231015,03,113,7407111457153566,114,1636782126000127,663239,05,16,01
20240702,18,109,3074087366005195,146,1450272816971819,240978,06,26,00
20240315,03,105,8788427965584766,105,8788427965584766,264287,06,01,01
20240620,18,128,9441528542677978,114,7074132228440133,127423,06,15,00
20231120,12,120,3251609467648292,115,1031108612358626,441054,08,04,SP
20231204,15,137,4634554248275382,135,5841160877280064,866849,06,01,01
20240319,08,109,6665311703381035,146,2894511432230385,116786,03,26,02
20231218,06,113,7407111457153566,122,5031158724537982,676615,03,28,00
20230919,12,122,1372230586542608,133,8708591540294114,123798,05,04,00
20230920,12,110,1830343887804434,114,7074132228440133,119154,07,27,SP
20240208,08,105,5799643373258400,149,7816148047407932,46555,06,19,01
20231225,21,105,8788427965584766,146,2044337622386638,347293,04,11,00
20231126,21,110,1830343887804434,105,8788427965584766,374585,02,26,00
20240427,21,105,8788427965584766,144,5647157350059261,668178,04,15,SP
20230730,18,124,1790595130506815,110,1830343887804434,346599,05,25,SP
20231108,00,135,5139355936807889,113,7407111457153566,745920,05,11,02
20240525,00,146,2044337622386638,110,5974895146185993,859161,02,00,00
20240629,21,105,8788427965584766,128,9416752123223707,452120,05,25,01
20240220,03,122,1372230586542608,110,1830343887804434,207587,07,11,00
20240319,15,117,9388692650827248,133,2692323676056011,710347,04,12,00
20240305,03,110,1830343887804434,130,7230045433087981,275398,01,19,SP
20240622,03,110,1830343887804434,111,5162420194204029,602198,07,00,SP
20230727,00,110,3923236923241932,102,1391013999043586,841497,02,27,SP
20240524,15,141,5615518025844249,122,1372230586542608,369993,08,04,02
20231104,06,118,3261158547758430,126,7217311702055675,417973,08,20,01
20240506,21,124,7402328363946345,101,3022067468230103,955644,06,30,02
20231018,18,121,3450387699475439,137,4634554248275382,619971,04,19,00
20231030,12,146,2044337622386638,111,6471220743613947,537671,07,21,02
20240415,21,137,4634554248275382,150,6300894270218553,513890,02,18,02
20240204,21,114,3433806134543075,117,9870720569552082,468904,03,15,02
20240616,08,126,3637455924692426,123,2671256691069724,347887,07,14,00
20240510,18,114,7461313647503536,125,7327373000707906,815287,06,02,SP
20240301,03,110,1830343887804434,113,9181615475400183,611930,06,04,02
20240225,21,122,1372230586542608,134,2768676881377664,466404,06,02,00
20230927,06,146,2044337622386638,122,1372230586542608,664456,05,01,01
20231007,21,122,7676416780915663,126,3637455924692426,471344,01,04,00
20240212,00,132,7678936177840325,122,1372230586542608,368343,06,23,02
20240410,15,111,6785105278562080,138,5311404877899631,382928,02,03,00
20240309,03,112,4581679029577518,149,5675550186157843,337475,01,23,02
20240708,18,143,8393466028995163,137,4634554248275382,78406,01,14,00
20240121,18,110,3787798626409634,115,9012014465568938,39329,02,15,01
20240224,06,129,8738681769237342,102,9208741522300170,799981,06,19,02
20240622,00,136,8999518980305497,120,8735886017221660,591385,01,04,01
20240210,06,110,1830343887804434,113,7407111457153566,300671,02,14,01
20231120,06,114,7074132228440133,117,3267040254934386,108777,07,21,02
20231127,03,109,8790291958907889,104,6209300926665102,791364,02,17,02
20230930,08,146,2044337622386638,119,5479069368409437,125933,05,22,01
20231121,18,110,7263317608328759,137,4634554248275382,446660,05,11,01
20240304,08,121,3450387699475439,130,4298182123968717,199003,05,11,00
20240702,06,126,3637455924692426,105,8788427965584766,785368,06,25,02
20230907,06,114,7074132228440133,146,2044337622386638,25804,05,27,00
20240530,00,122,1372230586542608,126,3637455924692426,684266,06,28,SP
20230806,15,143,3280030617825443,100,2271160829740385,262523,02,25,01
20231119,21,146,2044337622386638,143,7048202869876180,884234,08,11,SP
20231223,08,138,8549523706120091,121,3450387699475439,527828,05,28,01
20240222,00,126,3637455924692426,105,8788427965584766,526289,03,17,SP
20240403,12,137,4634554248275382,105,8788427965584766,418007,05,00,02
20240618,08,142,1039821586615003,110,1830343887804434,572415,02,14,00
20240521,03,125,7327373000707906,114,7074132228440133,282009,04,16,00
20240713,08,127,5462571890579259,117,5086246958088207,119196,07,25,SP
20240220,18,113,2688831977600180,114,7074132228440133,570874,03,19,02
20230801,00,132,8309971073419845,148,4449333754808451,13246,06,02,01
20240328,00,121,3450387699475439,146,2044337622386638,208699,05,12,02
20230823,03,125,7327373000707906,121,3450387699475439,421202,07,03,00
20240625,08,139,3793763208419374,146,2044337622386638,753468,02,25,00
20240328,06,149,5644668077300284,120,8013673925410981,171096,02,14,00
20230812,21,136,9419672961821939,113,7407111457153566,989668,07,26,00
20240527,12,137,4634554248275382,105,8788427965584766,260730,08,11,02
20240525,18,114,7074132228440133,122,1372230586542608,95491,05,11,00
20240302,08,121,3450387699475439,145,8723407086747725,299801,01,04,01
20240530,12,148,4582657231983540,148,8240192119837623,237468,05,20,SP
20240114,12,110,1830343887804434,121,3450387699475439,66987,08,26,02
20240106,12,137,4634554248275382,114,7074132228440133,261532,07,23,02
20240102,18,118,2789770545673250,116,3528109551108918,867900,03,14,00
20240128,21,146,2044337622386638,139,4274838931056755,844224,03,30,00
20240108,12,121,3450387699475439,107,6587254456552696,485372,08,00,01
20231020,21,125,7327373000707906,105,8788427965584766,444989,06,20,SP
20230816,03,105,8788427965584766,115,5613399283381567,983526,08,28,00
20231116,06,145,6041809596171358,105,8788427965584766,643823,08,13,00
20231120,08,115,8951124327218726,116,5210876683138346,301906,06,12,00
20230824,00,146,2044337622386638,119,1033482311485275,558408,04,03,02
20230715,18,113,4369312544630248,117,4123317336696636,659662,07,11,00
20240416,18,125,1476256799649625,146,2044337622386638,424652,08,27,SP
20240520,18,137,4634554248275382,122,2643105929568122,557119,03,03,SP
20240318,00,121,4305428607425886,122,1372230586542608,88284,03,21,SP
20240419,08,134,3764690765865029,121,3032428942847947,107991,02,12,SP
20231223,12,125,7327373000707906,128,5110110009734546,152546,03,25,01
20240513,06,110,1830343887804434,106,6875298028457917,447039,08,25,02
20240624,21,123,8943402955106536,125,7327373000707906,775946,08,18,01
20231003,21,127,6339658450851633,144,3221990966884201,361692,07,25,01
20230921,12,124,7954783153169698,113,4424705175361733,919005,02,18,02
20240702,12,114,7074132228440133,108,1186779696695122,623351,01,23,01
20230918,06,105,8788427965584766,112,3133589054059850,879334,05,04,01
20240103,08,124,6652016468269482,146,6857222473080617,503143,07,11,00
20240324,00,115,7867002638944591,113,7407111457153566,832694,07,25,01
20231201,18,112,6682749350662132,138,4915461928428556,249920,04,21,00
20230911,15,122,6096602409390078,134,8978725562413230,667194,07,21,00
20230903,12,124,9589735695932165,147,1864334195506193,380927,08,21,SP
20230930,18,137,4634554248275382,113,5309025526438140,707971,07,28,SP
20240117,08,105,8788427965584766,137,3478587926793818,591537,01,02,SP
20240531,15,126,3637455924692426,122,1372230586542608,408521,06,28,00
20231206,18,113,7407111457153566,108,2913543616901639,948782,07,02,01
20231121,15,137,4634554248275382,104,2836133311980140,978894,07,30,02
20240523,15,110,1830343887804434,113,7407111457153566,609926,06,22,SP
20240405,08,100,1245267613013092,105,8788427965584766,121964,01,13,01
20240425,06,110,1830343887804434,126,3637455924692426,173599,04,02,02
20240702,12,104,9615477199640650,147,9773418932011387,262870,05,11,02
20231126,21,114,9293392157710762,138,7554315452431784,665087,01,17,SP
20231214,08,124,8684883720221819,146,2044337622386638,106793,03,11,00
20240321,18,132,4632311686019694,135,5243012229321073,239510,02,12,SP
20240505,06,147,3823474139554624,129,4923631106461652,163505,07,16,00
20240124,18,146,2044337622386638,114,1113775986097967,980364,05,15,01
20240315,18,122,1372230586542608,106,9782919350426902,766192,01,22,01
20240628,15,126,3637455924692426,137,4634554248275382,480324,03,20,SP
20240523,08,111,8278251788923505,137,4634554248275382,667190,04,26,02
20240304,18,137,4634554248275382,125,7327373000707906,304475,05,20,SP
20230922,06,113,7407111457153566,137,4634554248275382,550597,05,04,00
20240315,15,114,7074132228440133,135,5845399518265354,457464,05,20,01
20240712,00,125,7327373000707906,133,4765693762713756,265503,05,23,01
20240609,18,105,8788427965584766,126,3629372478011177,367916,01,24,SP
20240327,00,121,3450387699475439,120,5880338715810980,106700,06,25,02
20230911,21,114,7074132228440133,105,8788427965584766,228769,07,02,SP
20240422,12,149,4493525412476944,105,8788427965584766,342296,07,23,SP
20240510,18,113,7407111457153566,146,4491118917306005,56901,03,18,00
20240105,21,146,2044337622386638,110,1830343887804434,450856,04,21,SP
20231029,12,121,3450387699475439,150,6994397998876758,824130,03,22,00
20231102,15,111,9713177912246862,107,3305949954031956,229186,06,25,SP
20230910,06,110,1830343887804434,104,7669592153882578,21437,02,22,SP
20240427,12,149,5259034947530291,116,8015092559323264,141293,07,30,SP
20231020,08,122,1372230586542608,137,4634554248275382,553768,05,13,SP
20240414,08,142,2264482725814175,101,5178015004332136,629376,01,24,02
20240427,12,122,8377190652485751,123,7062919463694801,194771,08,03,02
20231021,06,113,7407111457153566,110,1830343887804434,240173,04,14,02
20240420,00,122,1372230586542608,112,7527192109007293,938962,05,30,02
20240430,03,110,1830343887804434,146,2044337622386638,412711,08,04,00
20231130,00,105,8788427965584766,146,3790321230027655,690530,07,16,SP
20240620,21,113,7407111457153566,126,3637455924692426,887244,03,00,SP
20231005,21,105,8788427965584766,146,7935651280011069,316112,01,00,02
20240616,06,109,9647949178530628,111,3546400146385408,396168,02,14,01
20240122,06,126,3637455924692426,137,1647842653813912,775531,02,18,SP
20240306,03,147,1542008255786002,125,7327373000707906,735584,05,20,00
20240110,12,109,7318539927499435,113,7407111457153566,237746,04,24,00
20240201,06,116,7360061175498883,110,1830343887804434,53760,03,03,02
20231209,08,116,5064789274136404,113,7407111457153566,994650,06,14,01
20231021,15,122,1372230586542608,138,1069828855933200,244416,08,19,01
20230729,12,137,4634554248275382,114,7074132228440133,744974,08,01,01
20240528,12,137,4634554248275382,115,5332045544832752,631174,06,20,00
20240310,00,110,1830343887804434,116,1548783034688866,824019,06,04,SP
20240531,18,122,7772906637628341,125,7327373000707906,340485,07,15,01
20230916,08,128,1648535291494978,123,7643258267308934,34453,02,03,01
20240520,15,121,3450387699475439,122,1372230586542608,580789,04,13,00
20240427,00,105,2632689606240657,110,1830343887804434,618804,04,24,SP
20240215,06,109,1832794342381357,114,7074132228440133,539660,04,28,SP
20230920,00,138,8629314911587782,137,4634554248275382,671108,05,24,SP
20240604,08,113,7407111457153566,122,3367483494467058,378798,01,13,01
20240613,12,146,2044337622386638,126,3637455924692426,845647,08,04,02
20240126,00,125,6418368993742716,105,8788427965584766,631328,07,04,SP
20231228,03,121,9538188528781866,124,1184461993148513,676225,08,12,02
20231223,00,117,7216628314518406,124,2590016628997219,341436,06,14,02
20240701,06,121,3450387699475439,126,8058207269108832,91097,06,04,02
20240617,00,133,9875715252358865,126,3637455924692426,715202,05,14,SP
20240409,03,126,7342466264583373,146,2044337622386638,889643,01,18,00
20230918,15,125,7765711784798414,105,8788427965584766,629300,08,15,SP
20231118,18,126,3637455924692426,113,7407111457153566,460193,06,04,02
20231119,21,126,3637455924692426,126,3637455924692426,310068,06,19,02
20240131,00,150,2349225385799309,126,3637455924692426,76862,04,16,01
