tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai
20240422,06,110,3419081400824989,143,5310597579285871,524319,05,00,01
20231101,18,110,3419081400824989,143,5310597579285871,246524,04,22,00
20231129,00,139,2015064320634120,115,7389603232982148,204474,06,24,01
20240327,03,115,7389603232982148,110,1842685585638839,852681,01,12,00
20231005,00,116,2980240857922183,112,6781263303543658,907251,01,23,01
20231225,00,123,2168049885413490,114,2648448127781217,615231,03,18,SP
20240420,03,106,3904839520213138,110,8366428272039387,969045,04,14,SP
20240630,15,110,3419081400824989,133,6586588927890549,190491,01,12,02
20240702,06,143,5310597579285871,119,5238908628882137,300725,07,00,01
20230831,21,113,3154165539025632,116,7146492673700877,154594,08,19,SP
20240713,00,138,5629997613222527,112,7972084664398639,777285,08,03,01
20231130,08,115,7389603232982148,146,3030973254390479,294937,06,11,00
20240203,15,104,7394450666017190,142,4243671123005263,953607,05,28,00
20240619,08,110,3419081400824989,115,7389603232982148,103895,01,12,01
20240708,15,100,6562045609741849,143,5310597579285871,249721,07,24,SP
20231113,21,114,2648448127781217,143,5310597579285871,873855,08,15,SP
20231226,00,139,4975765185573159,110,8366428272039387,651163,08,01,SP
20230811,18,112,8141524713469138,115,7389603232982148,609094,05,19,SP
20240614,21,137,6634443197412447,119,5238908628882137,524334,02,26,02
20240506,21,140,9113011148457933,110,3419081400824989,669330,06,22,SP
20231203,18,110,4786983735635657,117,8699740472599774,135439,05,25,02
20240326,15,126,1039092735741952,132,7249601073215036,152367,05,26,SP
20240402,06,101,3605725603632277,126,6179652434316940,676276,07,19,00
20240308,00,138,4737810759586927,114,7441345641268327,586221,05,28,01
20240402,00,137,6634443197412447,122,1661601423205672,332587,02,12,01
20240114,21,104,7394450666017190,137,6634443197412447,137943,03,12,01
20240317,18,130,4045535072836657,114,2648448127781217,960468,02,04,00
20231206,15,104,6234231799321469,112,1360230073536533,78446,07,13,SP
20240103,08,107,4914071710145515,115,7389603232982148,958116,04,19,00
20240202,06,114,2648448127781217,107,3068370889556744,178634,04,28,01
20231018,18,114,3316325483610757,103,7320124380240028,161001,02,20,00
20230722,08,110,8366428272039387,128,2379780980994689,495063,03,16,SP
20230810,03,125,1436795452504280,137,2713240871041687,942049,01,30,00
20230830,15,139,9500281245519314,114,2648448127781217,599685,08,25,00
20231030,18,119,5238908628882137,132,8221407973888780,536738,06,22,02
20240714,00,113,5651539948130099,123,7410403759135375,741608,02,28,00
20231218,08,104,7394450666017190,119,5238908628882137,971925,01,21,01
20240526,06,137,7655508167215847,148,7345745970930954,675817,05,03,01
20230830,06,142,2158866657773913,119,3114440152944094,802587,01,30,02
20230902,21,138,5878606202950680,126,1039092735741952,268849,04,20,01
20231021,08,148,7496628951582587,123,5707814381224539,506131,04,16,00
20231110,12,115,7389603232982148,137,6634443197412447,298316,02,28,SP
20240114,06,119,5238908628882137,110,8366428272039387,11269,02,26,02
20240110,12,130,5228753007687943,126,1039092735741952,349503,03,04,SP
20240712,12,143,5310597579285871,113,1356084304300147,69081,08,15,00
20230909,06,140,5389302303998053,137,9494775788648477,471174,02,24,02
20230723,06,118,7415666102596492,142,8741317760230732,28584,05,15,02
20240214,03,115,7389603232982148,104,7394450666017190,370251,04,01,00
20231108,00,142,4855173590845945,140,3273663093046327,946662,03,22,01
20240516,21,106,2851011265490657,107,1134049008507093,236744,02,02,SP
20231019,15,134,2778336724117496,145,7154194126023124,425020,02,30,01
20240410,00,142,4186506615187768,101,2053576576259956,604773,08,25,02
20230829,03,126,1039092735741952,143,5310597579285871,80284,03,20,00
20240120,08,107,6828290742346008,145,8965437792852592,950276,04,19,01
20231213,15,127,7377227179111144,110,8366428272039387,714867,07,11,01
20240422,15,148,1227358522045214,143,5310597579285871,714537,03,24,01
20231021,18,101,1881924276709263,127,8883075837606825,97749,07,28,SP
20240710,18,110,3419081400824989,114,2648448127781217,766214,02,03,02
20240510,06,119,5238908628882137,126,4530840352496164,276171,07,30,00
20231204,18,132,6511658897480546,115,7389603232982148,115258,03,30,SP
20231126,15,119,5238908628882137,122,5064859785211600,274685,01,12,SP
20240322,18,127,7084741239089089,144,5950442248493926,251664,08,23,SP
20231212,18,113,7116412778184406,128,7404038203414971,691530,05,03,SP
20240701,21,146,7964404636405465,143,5310597579285871,742967,01,23,SP
20240107,15,119,5238908628882137,116,3981666783544952,962337,02,16,01
20240427,08,126,7954223970437075,115,7389603232982148,902891,06,17,02
20230919,08,126,1039092735741952,115,7389603232982148,736836,08,27,01
20230823,03,121,7367318164433797,123,6259337790563370,663321,03,04,02
20230928,21,143,3347507336816498,126,1039092735741952,242103,02,12,01
20240702,00,139,9424258906107332,136,6106692924796788,362781,05,27,01
20231007,00,104,7394450666017190,127,8883075837606825,90020,01,26,00
20231105,15,110,8366428272039387,132,2649368360157502,791934,07,26,00
20240115,18,126,1039092735741952,135,8825803503746292,510838,08,22,01
20231216,15,143,2438429253471634,114,2648448127781217,570279,01,02,01
20240510,08,137,6634443197412447,107,9757850682998899,159334,02,18,SP
20231003,00,105,5424252369225902,114,2648448127781217,954870,08,30,01
20240131,08,149,1163103253125702,109,6993525461457400,80865,01,00,02
20240507,00,115,7389603232982148,114,2648448127781217,275633,04,25,01
20240123,21,123,6233390088398467,142,3901757793906390,729500,03,14,00
20240406,21,111,8030631429331579,110,8366428272039387,789433,08,28,02
20230825,06,119,5238908628882137,143,5892543132336735,502679,04,14,00
20240118,06,150,7968756330710719,149,6493277344647354,697011,08,18,00
20240425,18,103,1013438835376097,110,3419081400824989,521989,03,23,SP
20240604,18,132,5007248832159154,140,1990556381968158,99148,04,12,02
20240223,08,126,1039092735741952,143,5310597579285871,594514,04,26,02
20231024,00,110,3419081400824989,114,2648448127781217,971967,01,24,01
20230904,21,107,9334512695380560,132,3565140176702808,69836,06,12,02
20231205,06,110,8366428272039387,102,4817704648801621,655686,07,19,00
20240518,18,137,6634443197412447,122,9170710093160104,823622,05,26,02
20230811,08,144,2776056975568261,115,7389603232982148,821149,05,24,02
20231021,08,103,1491211559724885,104,7394450666017190,308431,05,25,02
20240526,18,129,6918041335122270,143,3792156527696728,912504,05,16,01
20240601,08,150,3717941314002968,100,4938797302292656,291878,07,03,00
20231231,18,114,2648448127781217,110,8366428272039387,273974,05,13,SP
20230930,18,115,7389603232982148,143,2965767109449552,649285,03,02,00
20231007,18,150,5438710311248477,104,7394450666017190,243921,08,18,00
20240303,15,126,6608037716378417,113,3085022760947727,52699,07,26,02
20230725,06,119,5238908628882137,126,1039092735741952,43652,02,24,00
20240110,03,127,8883075837606825,115,7389603232982148,568726,07,15,02
20240504,21,122,3880794490855512,105,5887410108645499,339688,07,17,01
20240418,18,127,8883075837606825,146,5789551208228630,661605,01,22,01
20240714,00,110,3419081400824989,134,3858257500451390,485016,06,22,00
20240704,18,100,6197884379550793,104,7394450666017190,19382,07,13,02
20240319,06,115,7389603232982148,119,7711035327914013,264940,07,27,01
20230919,15,119,5238908628882137,110,8366428272039387,933469,05,12,02
20240705,21,106,9568068805582698,110,3419081400824989,719990,08,20,SP
20240415,12,140,2370215293673776,127,8883075837606825,984586,06,14,02
20230830,06,137,8715248980069835,143,5310597579285871,841894,02,03,02
20240428,06,126,1039092735741952,110,3419081400824989,652604,01,17,01
20240427,12,127,8883075837606825,126,1039092735741952,71928,04,26,02
20240321,21,127,8883075837606825,137,6949235538819766,998035,03,14,SP
20240212,00,104,3224348726735086,105,7998916676825960,781563,06,18,SP
20240524,21,111,4620210654962948,114,2648448127781217,75764,05,18,02
20231116,12,119,1586542876998681,115,7389603232982148,230590,05,17,SP
20240328,03,114,2648448127781217,111,9528186068227000,116733,02,28,00
20230806,21,118,4427106015424472,117,6944543409094862,230501,03,28,01
20240311,00,127,8883075837606825,143,5310597579285871,369156,06,28,00
20230715,08,124,8136888785878225,133,5235333007175900,653381,03,13,00
20230926,15,126,1039092735741952,141,4841551664537281,315150,01,28,01
20230727,18,130,3942067225242002,132,3657049174915542,176046,08,18,02
20230823,08,104,9554451263378633,110,8366428272039387,520528,06,28,00
20240224,12,137,6634443197412447,115,7389603232982148,660593,02,28,02
20240326,06,115,7389603232982148,119,5238908628882137,837141,03,21,02
20240604,12,124,3449700916703476,136,1015948736729798,96359,06,26,01
20230917,06,104,8489498279387698,111,1857308889681567,136988,03,21,SP
20240110,18,127,8883075837606825,140,5075502115982813,389957,05,17,00
20230722,03,122,7409124183886959,135,8297808433177534,569075,08,15,00
20230725,08,118,5768187413676912,110,1332424378288778,989640,03,01,01
20240224,06,115,7389603232982148,141,2382871657674199,874952,06,17,SP
20231108,21,110,8366428272039387,140,3366537715349927,305303,08,26,01
20230831,21,130,2816928759110329,104,7394450666017190,864295,03,22,02
20231021,18,143,5310597579285871,135,1322939543517077,392071,03,03,02
20240115,08,127,8883075837606825,137,6634443197412447,523194,02,17,01
20240106,06,101,4783409590682117,143,2379639211766356,984285,04,19,01
20240205,06,119,5238908628882137,110,3419081400824989,547280,01,04,SP
20240111,21,110,3419081400824989,126,1039092735741952,950873,02,26,02
20231217,03,117,3985403994840210,127,8883075837606825,616827,04,28,01
20230805,12,104,7394450666017190,137,6634443197412447,540465,02,11,01
20231021,06,137,6634443197412447,128,2961648194566514,512372,03,25,00
20240403,06,110,6597683645267650,136,7579417500421257,35636,04,04,02
20240513,12,115,7389603232982148,126,1039092735741952,423905,05,03,SP
20231229,12,104,7394450666017190,115,7389603232982148,758568,02,25,00
20240331,08,112,8011175081541202,127,8883075837606825,591077,01,24,02
20240206,06,110,3419081400824989,116,8745782480748109,856176,06,18,SP
20240618,03,110,3617323437428124,114,2648448127781217,894380,02,04,SP
20240313,18,137,6634443197412447,117,8922287478824506,933082,03,27,01
20240218,06,104,7394450666017190,126,1039092735741952,12551,05,02,SP
20231008,12,114,2648448127781217,104,7394450666017190,201343,05,24,00
20240612,03,137,6634443197412447,138,8970473052494963,633648,04,27,01
20231216,08,107,5568568956584871,114,2648448127781217,222406,04,21,SP
20240407,03,127,8883075837606825,137,6634443197412447,627400,07,11,00
20230927,00,147,4628419279703335,114,2648448127781217,668062,07,22,00
20240426,15,128,5590174801433300,132,5750226376065388,570673,02,18,02
20230830,18,131,2958795003779759,110,3419081400824989,568724,05,04,00
20230907,15,141,7526624683005103,143,5310597579285871,972972,05,04,SP
20231215,00,137,8433813307792250,127,8883075837606825,285888,01,18,00
20231215,03,119,5238908628882137,137,6634443197412447,753829,07,18,00
20240709,06,127,8883075837606825,102,4293273810972594,300177,07,01,00
20230718,06,109,1015523478135723,110,3419081400824989,449641,01,26,01
20240220,18,139,8600759062313774,127,8883075837606825,405678,02,03,01
20230812,08,137,6634443197412447,112,2615884873709577,328952,07,03,01
20240419,12,119,5238908628882137,137,6634443197412447,96203,01,26,00
20240119,00,127,8883075837606825,104,7394450666017190,336920,04,30,00
20231211,08,103,7582340499170318,107,4327602172845708,951786,08,24,SP
20240519,06,127,4045523801061598,125,6521889184515411,385621,06,02,00
20230817,18,135,1875862766922618,150,5774682217390367,177497,03,03,01
20240414,12,119,1242509510645898,134,3615448756842956,91744,03,20,01
20240604,03,127,8883075837606825,142,1086359371075793,963548,06,11,00
20240223,06,119,5238908628882137,113,6776967812264378,583575,04,24,02
20231110,12,126,1039092735741952,115,7389603232982148,936618,04,30,00
20230812,08,143,2238094778352875,141,9322742789782530,358926,04,20,00
20230721,00,106,2618459438697381,126,5481748608354428,644038,02,25,00
20231112,12,135,7623842423565772,127,8883075837606825,664433,06,27,00
20231018,00,114,2648448127781217,143,5310597579285871,684506,05,26,02
20240619,06,147,1179660210107788,110,8366428272039387,358298,01,02,02
20231219,21,130,6119403587401122,110,8366428272039387,44612,03,18,01
20231117,06,150,8013069894471793,104,1045943402291399,17825,07,22,02
20240617,08,135,1813599510903476,140,7047016373238056,445070,06,28,02
20230826,12,114,2648448127781217,114,6158415163348029,154247,03,25,SP
20230923,12,122,3817995008771973,127,8883075837606825,249392,04,19,02
20230721,12,127,8883075837606825,119,5238908628882137,750080,03,25,00
20240303,12,115,7389603232982148,127,8883075837606825,390122,03,11,01
20231028,12,118,6715555924853519,127,8883075837606825,44548,07,18,02
20231014,06,119,5238908628882137,113,5372942970285288,110573,03,18,00
20240710,15,126,1039092735741952,143,5310597579285871,804533,05,23,02
20240627,18,117,8958262179770048,127,8883075837606825,284677,04,26,01
20240710,06,147,9148654740314516,125,3713927830356795,117933,06,03,01
20240708,21,127,8883075837606825,137,6634443197412447,753402,02,24,01
20231228,18,115,7389603232982148,124,5352855480932451,893913,07,14,00
20240625,18,110,3419081400824989,115,7389603232982148,799199,04,30,02
20230731,00,130,9867060785154431,110,3419081400824989,412401,01,19,01
20240128,00,119,5238908628882137,147,6507871471303091,342535,06,26,02
20230802,08,120,1224645136554219,113,9714478598650584,209226,02,16,02
20240222,00,127,8883075837606825,116,1378074714844416,301011,04,20,SP
20240124,12,102,8428489382612865,137,6634443197412447,464236,05,21,00
20231101,03,122,3875890776939435,115,7389603232982148,425539,08,28,00
20231009,08,104,7394450666017190,127,6477120196544174,607082,06,22,SP
20231218,18,137,6634443197412447,130,4658843388691215,684555,05,11,SP
20231014,06,127,8883075837606825,105,1779066402602955,105642,02,22,SP
20240307,18,137,6634443197412447,129,2223120723785578,655189,07,00,00
20240216,03,148,8191843266761587,105,5776053265891340,449539,07,18,02
20240502,00,126,1039092735741952,119,5238908628882137,472296,03,27,00
20240312,06,137,6634443197412447,126,1039092735741952,956409,06,21,00
20230719,12,130,1676223592847293,116,4948364785178006,483680,03,27,01
20231003,00,119,5238908628882137,124,4412455058785963,976429,03,23,01
20231025,15,114,2648448127781217,126,1039092735741952,416992,03,24,01
20230728,21,110,3419081400824989,110,2553058091235246,84962,01,25,00
20240712,18,130,5680316142247118,115,7389603232982148,744332,08,13,00
20231226,18,119,5238908628882137,111,1487156838427040,499457,06,19,SP
20240513,12,146,7518163470112950,149,3578248971879356,721028,01,17,00
20240510,18,114,2648448127781217,141,5226137228487508,99589,02,14,SP
20230720,08,142,5124117567333030,137,6634443197412447,887021,02,20,SP
20231205,18,112,3831489509842326,144,4773431907015495,332240,06,27,00
20240525,08,131,1750043122241085,114,3801267544936554,167280,04,20,02
20240421,08,108,3920304446389603,135,7287024950043487,839621,02,14,00
20231112,06,110,3419081400824989,123,1916225759336554,121570,06,01,02
20230916,06,116,3991958828178858,114,4625016693548633,820974,08,27,02
20231002,03,115,8303829243689409,124,8969080866459639,424672,01,18,SP
20230721,18,119,5238908628882137,136,7078435760066915,977285,07,14,01
20230717,18,127,6971756023084561,123,8220112134982986,573406,07,24,SP
20240705,21,143,5310597579285871,126,1039092735741952,83854,08,00,00
20240329,15,120,7724341242861155,114,2648448127781217,597715,03,25,SP
20240609,15,139,3108038550301136,110,3419081400824989,795709,05,27,01
20240628,08,110,3419081400824989,150,3327818499478138,619292,07,13,01
20240307,15,114,2648448127781217,115,7389603232982148,834206,05,12,SP
20240225,03,119,5238908628882137,101,7490951150054492,23293,06,24,00
20231018,15,110,3419081400824989,119,5238908628882137,622318,06,12,00
20230912,00,104,7394450666017190,112,1664469553400363,895357,04,11,01
20231026,03,126,1039092735741952,115,7389603232982148,125611,02,24,SP
20240621,06,126,1039092735741952,147,2061356724494106,52832,01,00,00
20230907,21,126,1039092735741952,138,5452563837576592,207608,02,03,01
20231120,00,115,7389603232982148,127,8883075837606825,584095,06,21,02
20240427,06,127,8883075837606825,103,1019628397170042,676006,06,30,SP
20240216,15,144,7729365423931634,146,8546039133874954,732402,04,26,01
20231121,08,146,4705223913825715,119,5238908628882137,617287,05,17,01
20240627,12,114,2648448127781217,127,2959822806866869,464004,05,27,01
20230918,15,119,5238908628882137,140,1610054771489624,465399,03,01,02
20240203,21,114,2648448127781217,101,1143280680940023,25808,01,02,02
20240620,00,143,5310597579285871,114,2648448127781217,723719,01,15,SP
20240622,15,105,7019609448732902,140,3297558759268800,10765,06,19,02
20231220,18,115,1571576757431734,126,1039092735741952,76746,06,20,01
20230715,12,134,7618020172832409,115,3664713144127949,262223,04,15,SP
20240223,06,137,6634443197412447,110,3419081400824989,270956,07,27,01
20240402,15,146,2440325238570626,115,7389603232982148,76800,04,03,00
20231204,15,127,8883075837606825,115,7389603232982148,17906,04,14,02
20240124,21,117,3618868383084873,149,4476341177145505,569380,07,14,02
20240322,18,130,3022943555665858,115,7389603232982148,724344,06,13,00
20231209,00,140,2340060028758262,127,8883075837606825,360798,01,26,02
20240503,15,140,1463112400106879,114,2648448127781217,217533,03,11,02
20231122,03,110,8366428272039387,143,5310597579285871,951535,03,02,02
20240709,00,131,1638137388674708,149,2738785778911476,68404,05,30,00
20240521,12,123,4529679109668432,110,8366428272039387,889643,08,19,02
20230925,00,110,3419081400824989,101,8285020836742069,878832,08,19,00
20230905,08,112,4901970863045838,137,6634443197412447,610929,07,30,02
20231105,15,124,2185555905948680,139,5845453326922304,260324,03,14,SP
20230901,18,148,2724890903037543,108,5284027228556318,999048,02,30,00
20240622,18,103,4125045740290246,104,3878479520443866,875912,08,19,02
20230805,06,104,7394450666017190,149,3124505770816020,272764,05,02,01
20240329,21,123,2177965845713184,137,9980009277620770,962371,04,17,02
20240403,18,110,8366428272039387,110,8366428272039387,219393,01,15,01
20240121,18,126,1039092735741952,134,7145810658351610,612101,03,02,01
20240628,15,132,4733215825743564,114,2648448127781217,464153,04,12,02
20230729,12,119,5238908628882137,114,5303800198639250,599698,06,04,00
20230820,18,105,6539707719230813,127,8883075837606825,613743,05,16,SP
20231020,18,104,7394450666017190,119,5238908628882137,968672,03,26,SP
20240529,06,108,1612258272260901,123,8043399918623752,880521,01,04,SP
20231006,12,137,6634443197412447,141,9695788356909741,14010,03,16,01
20240224,12,143,5310597579285871,106,1638858582529208,90279,07,03,01
20240712,15,101,9850301602822656,110,8366428272039387,946126,04,17,00
20240606,21,107,2719184934138240,119,5238908628882137,672366,06,12,01
20231202,06,110,8366428272039387,109,1336702366979908,890086,05,26,02
20230810,06,143,5310597579285871,126,2650970474262734,325442,02,20,SP
20230721,15,143,5310597579285871,126,1039092735741952,612746,02,17,00
20240318,18,119,5238908628882137,119,3000266180563894,858143,06,25,02
20240303,21,134,9704076024208100,130,4306807948397279,823497,03,01,02
20240205,03,121,4901700583951816,131,9774371980731481,394814,04,22,00
20240512,15,114,2648448127781217,104,7394450666017190,453874,08,19,02
20240609,15,126,1039092735741952,126,1039092735741952,366527,02,18,02
20231007,21,104,7394450666017190,136,2824038831873392,276726,05,22,01
20240309,15,126,1039092735741952,109,1948511849142780,610436,02,13,SP
20240129,12,135,8225454857180924,126,1039092735741952,519297,01,26,00
20240404,12,126,1039092735741952,150,4160485697094380,718693,08,12,02
20240308,08,110,3419081400824989,110,3419081400824989,802688,03,02,SP
20230731,21,102,3287154957877997,126,1039092735741952,413116,03,26,00
20231210,15,115,7389603232982148,119,2459792553719347,924991,01,30,01
20230722,08,140,4733232650498386,111,4281039206301399,352392,02,30,SP
20240103,00,114,2648448127781217,109,5889077379372173,900908,06,18,01
20230822,21,143,8214392625894840,104,7394450666017190,984675,08,28,00
20231106,15,113,1394071693483198,124,4054934419661904,987733,07,25,SP
20230913,00,101,2980410099330613,142,9488831712001406,843440,08,02,SP
20230825,15,114,2648448127781217,137,6634443197412447,987016,06,16,01
20240511,21,141,3514863429052484,126,1039092735741952,158709,03,02,SP
20240213,18,139,9751654058706957,139,6116668668384528,378545,02,22,02
20240309,15,114,2648448127781217,110,8366428272039387,428655,05,18,01
20231205,03,115,7389603232982148,115,7389603232982148,588065,07,04,00
20231109,08,115,6882494966827721,110,8485213785307133,763582,07,28,01
20230913,03,128,9099774237937806,130,2569244957712843,174451,02,22,02
20240105,00,127,8883075837606825,110,8366428272039387,589014,03,13,00
20240113,08,114,2325338276449916,127,8883075837606825,495311,03,27,SP
20240131,00,111,9317537296988464,143,5310597579285871,752546,08,01,02
20240607,06,102,1406245698472548,129,7149289677904176,208793,04,18,01
20240104,12,145,3804287002521743,110,8366428272039387,972956,02,04,00
20231018,08,146,9664677365068291,130,2233117120941230,691860,06,22,01
20240628,06,119,5238908628882137,130,8847631652989729,715248,05,20,01
20230813,21,116,5083278454749129,146,6939350839468144,237695,05,25,SP
20240710,21,104,7394450666017190,108,3372357830121846,693103,08,12,00
20240710,12,108,8657929569619896,136,1836914542966177,340954,06,14,01
20231111,06,125,4099755511130499,147,9819903369704943,289337,01,25,00
20240213,03,119,5238908628882137,101,3257059793106803,860468,06,20,00
20231005,03,137,6634443197412447,149,2470113085081384,736307,07,12,00
20230825,03,107,1674865364556428,104,7394450666017190,436220,07,01,02
20231026,08,126,1039092735741952,110,3175649189029749,572527,03,16,SP
20231128,12,115,7389603232982148,114,2648448127781217,593286,04,24,01
20240104,08,119,5238908628882137,115,7389603232982148,266554,02,20,02
20240327,21,129,3081929070932030,104,1795556946112344,280142,01,16,SP
20240325,00,138,6586138981727731,102,8248022255863556,296708,05,16,SP
20240107,03,114,2648448127781217,137,6634443197412447,724843,04,13,01
20231014,03,149,7321749134331934,143,5310597579285871,400728,03,04,01
20240327,06,104,7394450666017190,143,5310597579285871,20577,08,22,01
20230930,21,114,2648448127781217,104,1512949612354261,840681,01,12,SP
20240105,00,110,3419081400824989,137,6634443197412447,84391,02,01,01
20231115,06,115,8684325226016563,113,7587262581924663,677853,02,26,02
20231101,03,127,8883075837606825,126,6728210776826315,893452,05,04,02
20240426,08,113,5883495966235286,115,7389603232982148,666605,05,12,01
20230831,18,137,6634443197412447,114,5683109074447889,608768,05,11,01
20240701,00,137,6634443197412447,105,6125785997403667,622962,04,11,02
20240605,08,134,4794773478056501,110,3419081400824989,373118,01,26,02
20240427,00,126,1039092735741952,116,3836771063856832,360751,04,27,00
20240208,21,131,9510772456533132,104,7394450666017190,409060,03,02,02
20240113,08,127,9253898152072267,110,8366428272039387,513627,03,26,01
20240408,21,149,4807020921867971,143,5310597579285871,748093,02,26,02
20240223,03,104,7394450666017190,132,8268874418441112,127409,01,18,01
20240416,15,142,7871042550663792,115,7512913603260482,318280,06,00,00
