TRAN_DT,TRAN_TMRG,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,Source,Target,Source_EC,Target_EC,Source_DC,Target_DC,Source_CC,Target_CC,Source_BC,Target_BC
20230804,21,152679,4,4,02,171_3804683771266935,146_6146809693482040,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240319,15,785625,5,26,SP,182_6844483643679894,187_5869492094623316,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240607,8,573355,7,20,02,917_9821905184464824,195_2716626205917988,0.2676869554753847,0.02861635568922425,0.06726907630522087,0.001004016064257028,0.1361139538850382,0.09061244979919679,0.008098575205343989,0.0
20230711,12,237044,1,17,01,672_2425567546371265,917_9821905184464824,0.2959644669171717,0.2676869554753847,0.07028112449799197,0.06726907630522087,0.1433069677082313,0.1361139538850382,0.00945672135779298,0.008098575205343989
20240107,18,868000,3,27,SP,459_9771999429864325,917_9821905184464824,0.29591332061567177,0.2676869554753847,0.06927710843373493,0.06726907630522087,0.1427267775555664,0.1361139538850382,0.00985913503259268,0.008098575205343989
20240207,0,910255,1,22,SP,857_3947123346806583,186_2121466003379855,0.2958366011634218,0.03128874994259686,0.07028112449799197,0.001004016064257028,0.1418652477111666,0.09310637043587193,0.03485908457952412,0.0
20240115,3,397615,4,30,02,110_5964272622481446,143_6986919832108367,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230819,21,719912,5,3,SP,119_5954262710816203,166_6241850699839088,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240617,8,649655,8,23,01,194_6753529447531034,155_5710544487254172,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230729,12,169930,6,26,01,857_3947123346806583,179_4985403084171376,0.2958366011634218,0.03128874994259686,0.07028112449799197,0.001004016064257028,0.1418652477111666,0.09310637043587193,0.03485908457952412,0.0
20230729,21,813096,2,19,02,155_4995209398952791,700_1400086102063774,6.393287687494264e-06,0.2957598817111718,0.001004016064257028,0.07228915662650602,0.0,0.1410140562248996,0.0,0.013883271780589693
20230814,0,579977,2,4,01,700_1400086102063774,134_4752329311853285,0.2957598817111718,0.031173670764221964,0.07228915662650602,0.001004016064257028,0.1410140562248996,0.09274172407646251,0.013883271780589693,0.0
20231231,0,32098,7,13,01,113_3475822001780621,359_8748289854730524,6.393287687494264e-06,0.26477161628988727,0.001004016064257028,0.06726907630522087,0.0,0.136906850703786,0.0,0.009054307682993278
20240121,3,660202,2,16,02,177_4974354216638935,200_7685059021513019,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240211,6,259282,2,21,01,777_1130092367040023,125_7146012700096340,0.267303358214135,0.2645798176592624,0.06726907630522087,0.07831325301204818,0.1340437796814635,0.1353301883156426,0.03355124013642509,0.03697175637222255
20240314,8,718003,5,20,SP,459_9771999429864325,700_1400086102063774,0.29591332061567177,0.2957598817111718,0.06927710843373493,0.07228915662650602,0.1427267775555664,0.1410140562248996,0.00985913503259268,0.013883271780589693
20230720,3,104213,5,2,02,178_4844128912773444,152_4211913204710342,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231120,6,594648,3,1,SP,125_7146012700096340,147_6077448450203191,0.2645798176592624,0.028181612126474645,0.07831325301204818,0.001004016064257028,0.1353301883156426,0.0902670402065696,0.03697175637222255,0.0
20240308,15,905095,7,1,SP,145_5104194612248347,359_8748289854730524,6.393287687494264e-06,0.26477161628988727,0.001004016064257028,0.06726907630522087,0.0,0.136906850703786,0.0,0.009054307682993278
20240418,12,934826,1,30,00,187_8800730993346390,180_4311505581527284,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240608,18,27992,7,3,02,108_6980173560806171,196_6456073929236191,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231016,6,745019,2,18,02,158_1725249557939535,111_8495590345861291,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230828,6,736395,4,15,SP,714_7810586476051201,186_2298535729532011,0.29578545486192176,0.031212030490346928,0.0753012048192771,0.001004016064257028,0.14129664952394747,0.09286295508832716,0.014285685455389396,0.0
20240607,3,788715,5,25,01,125_4800808827503024,459_9771999429864325,6.393287687494264e-06,0.29591332061567177,0.001004016064257028,0.06927710843373493,0.0,0.1427267775555664,0.0,0.00985913503259268
20240305,3,194873,7,11,01,777_1130092367040023,126_5465367948031142,0.267303358214135,0.0283350510309745,0.06726907630522087,0.001004016064257028,0.1340437796814635,0.08969717252849782,0.03355124013642509,0.0
20240508,15,821189,2,17,SP,200_5372009898490777,700_1400086102063774,6.393287687494264e-06,0.2957598817111718,0.001004016064257028,0.07228915662650602,0.0,0.1410140562248996,0.0,0.013883271780589693
20240310,12,264625,6,13,00,160_6040650133227528,714_7810586476051201,6.393287687494264e-06,0.29578545486192176,0.001004016064257028,0.0753012048192771,0.0,0.14129664952394747,0.0,0.014285685455389396
20240321,18,398064,4,27,00,459_9771999429864325,459_9771999429864325,0.29591332061567177,0.29591332061567177,0.06927710843373493,0.06927710843373493,0.1427267775555664,0.1427267775555664,0.00985913503259268,0.00985913503259268
20231226,15,257645,6,19,02,197_1731726024203396,118_7558736130450315,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231002,21,310117,5,30,02,700_1400086102063774,857_3947123346806583,0.2957598817111718,0.2958366011634218,0.07228915662650602,0.07028112449799197,0.1410140562248996,0.1418652477111666,0.013883271780589693,0.03485908457952412
20231109,3,261143,7,2,01,117_8996150121379439,161_6226306470036439,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231122,21,523075,8,24,02,777_1130092367040023,129_4654325177923938,0.267303358214135,0.0283350510309745,0.06726907630522087,0.001004016064257028,0.1340437796814635,0.08969717252849782,0.03355124013642509,0.0
20240112,6,617896,5,2,02,158_4287597461670105,183_1686907585881382,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240610,21,485311,4,30,02,125_7146012700096340,714_7810586476051201,0.2645798176592624,0.29578545486192176,0.07831325301204818,0.0753012048192771,0.1353301883156426,0.14129664952394747,0.03697175637222255,0.014285685455389396
20230811,6,353461,5,21,02,205_7764167623378289,193_4237259082898132,0.23900027362159787,0.025215126639477316,0.06024096385542168,0.001004016064257028,0.12658353341552925,0.08631854270057142,0.03289731791487558,0.0
20240226,21,181991,7,16,02,200_9473097740620218,120_7955946006491875,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231031,8,147648,5,21,02,672_2425567546371265,205_7764167623378289,0.2959644669171717,0.23900027362159787,0.07028112449799197,0.06024096385542168,0.1433069677082313,0.12658353341552925,0.00945672135779298,0.03289731791487558
20240313,8,5348,1,18,SP,359_8748289854730524,672_2425567546371265,0.26477161628988727,0.2959644669171717,0.06726907630522087,0.07028112449799197,0.136906850703786,0.1433069677082313,0.009054307682993278,0.00945672135779298
20230803,21,522761,7,12,SP,205_7764167623378289,672_2425567546371265,0.23900027362159787,0.2959644669171717,0.06024096385542168,0.07028112449799197,0.12658353341552925,0.1433069677082313,0.03289731791487558,0.00945672135779298
20240614,12,229690,6,23,02,152_5002491997443170,109_8397291675671636,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240414,6,32696,4,21,SP,205_7764167623378289,149_5718777296943498,0.23900027362159787,0.025215126639477316,0.06024096385542168,0.001004016064257028,0.12658353341552925,0.08631854270057142,0.03289731791487558,0.0
20231127,12,368375,2,28,02,174_6932003810465445,125_7146012700096340,6.393287687494264e-06,0.2645798176592624,0.001004016064257028,0.07831325301204818,0.0,0.1353301883156426,0.0,0.03697175637222255
20230701,0,72225,3,13,01,136_9381341515939650,459_9771999429864325,6.393287687494264e-06,0.29591332061567177,0.001004016064257028,0.06927710843373493,0.0,0.1427267775555664,0.0,0.00985913503259268
20231013,15,867531,4,12,02,158_9058220662975340,140_4643801938901378,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231130,21,196113,4,16,SP,119_3852173207377045,777_1130092367040023,6.393287687494264e-06,0.267303358214135,0.001004016064257028,0.06726907630522087,0.0,0.1340437796814635,0.0,0.03355124013642509
20231112,18,64089,5,27,01,117_6006354587194085,777_1130092367040023,6.393287687494264e-06,0.267303358214135,0.001004016064257028,0.06726907630522087,0.0,0.1340437796814635,0.0,0.03355124013642509
20231012,18,975121,2,0,00,125_7146012700096340,180_8631415082028731,0.2645798176592624,0.028181612126474645,0.07831325301204818,0.001004016064257028,0.1353301883156426,0.0902670402065696,0.03697175637222255,0.0
20231207,0,848949,1,14,SP,672_2425567546371265,128_5831615414727255,0.2959644669171717,0.031480548573221676,0.07028112449799197,0.001004016064257028,0.1433069677082313,0.09372052855220353,0.00945672135779298,0.0
20230825,15,852963,5,28,01,103_4861598752050350,672_2425567546371265,6.393287687494264e-06,0.2959644669171717,0.001004016064257028,0.07028112449799197,0.0,0.1433069677082313,0.0,0.00945672135779298
20230819,21,163021,4,3,01,101_7100992043294192,359_8748289854730524,6.393287687494264e-06,0.26477161628988727,0.001004016064257028,0.06726907630522087,0.0,0.136906850703786,0.0,0.009054307682993278
20240406,6,793191,5,15,01,152_6929469425937715,136_4203212455120558,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240322,8,424131,4,17,SP,777_1130092367040023,459_9771999429864325,0.267303358214135,0.29591332061567177,0.06726907630522087,0.06927710843373493,0.1340437796814635,0.1427267775555664,0.03355124013642509,0.00985913503259268
20240207,12,7667,7,17,SP,459_9771999429864325,136_1483664005933259,0.29591332061567177,0.031403829120971755,0.06927710843373493,0.001004016064257028,0.1427267775555664,0.09347389558232931,0.00985913503259268,0.0
20240619,18,846994,8,23,02,714_7810586476051201,714_7810586476051201,0.29578545486192176,0.29578545486192176,0.0753012048192771,0.0753012048192771,0.14129664952394747,0.14129664952394747,0.014285685455389396,0.014285685455389396
20231126,15,356737,2,11,01,857_3947123346806583,857_3947123346806583,0.2958366011634218,0.2958366011634218,0.07028112449799197,0.07028112449799197,0.1418652477111666,0.1418652477111666,0.03485908457952412,0.03485908457952412
20240405,8,177794,8,30,01,714_7810586476051201,124_8467468224962538,0.29578545486192176,0.031212030490346928,0.0753012048192771,0.001004016064257028,0.14129664952394747,0.09286295508832716,0.014285685455389396,0.0
20240408,8,882158,3,27,02,103_9487349135861263,200_4277658758414130,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240324,12,639985,1,16,00,188_9607666589781304,459_9771999429864325,6.393287687494264e-06,0.29591332061567177,0.001004016064257028,0.06927710843373493,0.0,0.1427267775555664,0.0,0.00985913503259268
20230914,0,468421,1,4,00,777_1130092367040023,178_9507012926882967,0.267303358214135,0.0283350510309745,0.06726907630522087,0.001004016064257028,0.1340437796814635,0.08969717252849782,0.03355124013642509,0.0
20230804,21,234252,8,15,00,459_9771999429864325,173_3207474581752474,0.29591332061567177,0.031403829120971755,0.06927710843373493,0.001004016064257028,0.1427267775555664,0.09347389558232931,0.00985913503259268,0.0
20240315,0,401436,3,23,01,178_6662465411765202,672_2425567546371265,6.393287687494264e-06,0.2959644669171717,0.001004016064257028,0.07028112449799197,0.0,0.1433069677082313,0.0,0.00945672135779298
20231108,6,632384,1,1,01,125_7146012700096340,777_1130092367040023,0.2645798176592624,0.267303358214135,0.07831325301204818,0.06726907630522087,0.1353301883156426,0.1340437796814635,0.03697175637222255,0.03355124013642509
20240218,18,312447,7,19,01,102_4679028679017345,857_3947123346806583,6.393287687494264e-06,0.2958366011634218,0.001004016064257028,0.07028112449799197,0.0,0.1418652477111666,0.0,0.03485908457952412
20240222,6,29174,4,19,02,714_7810586476051201,123_8023435667229971,0.29578545486192176,0.031212030490346928,0.0753012048192771,0.001004016064257028,0.14129664952394747,0.09286295508832716,0.014285685455389396,0.0
20231119,21,135931,2,20,02,174_3329054995403752,132_4163680329313585,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240504,6,17222,2,24,01,205_7764167623378289,857_3947123346806583,0.23900027362159787,0.2958366011634218,0.06024096385542168,0.07028112449799197,0.12658353341552925,0.1418652477111666,0.03289731791487558,0.03485908457952412
20240525,12,787612,1,30,SP,194_2802616762902414,359_8748289854730524,6.393287687494264e-06,0.26477161628988727,0.001004016064257028,0.06726907630522087,0.0,0.136906850703786,0.0,0.009054307682993278
20230813,12,29693,6,2,01,176_9015109960444965,700_1400086102063774,6.393287687494264e-06,0.2957598817111718,0.001004016064257028,0.07228915662650602,0.0,0.1410140562248996,0.0,0.013883271780589693
20240329,0,572187,3,22,02,154_2855298955687148,917_9821905184464824,6.393287687494264e-06,0.2676869554753847,0.001004016064257028,0.06726907630522087,0.0,0.1361139538850382,0.0,0.008098575205343989
20231119,12,328731,6,28,SP,917_9821905184464824,188_7776396896941837,0.2676869554753847,0.02861635568922425,0.06726907630522087,0.001004016064257028,0.1361139538850382,0.09061244979919679,0.008098575205343989,0.0
20230719,6,481384,1,1,02,777_1130092367040023,160_9267543393949719,0.267303358214135,0.0283350510309745,0.06726907630522087,0.001004016064257028,0.1340437796814635,0.08969717252849782,0.03355124013642509,0.0
20230920,15,241779,3,0,02,137_7155735806049089,148_1874430840637030,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231003,12,981778,7,17,SP,714_7810586476051201,177_4307617604535005,0.29578545486192176,0.031212030490346928,0.0753012048192771,0.001004016064257028,0.14129664952394747,0.09286295508832716,0.014285685455389396,0.0
20230809,18,204799,1,3,SP,777_1130092367040023,169_5029058032875284,0.267303358214135,0.0283350510309745,0.06726907630522087,0.001004016064257028,0.1340437796814635,0.08969717252849782,0.03355124013642509,0.0
20230816,3,716587,4,21,00,777_1130092367040023,205_7764167623378289,0.267303358214135,0.23900027362159787,0.06726907630522087,0.06024096385542168,0.1340437796814635,0.12658353341552925,0.03355124013642509,0.03289731791487558
20240109,12,525405,8,12,SP,189_2349229224303929,103_6955594967564172,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231221,15,325198,5,25,02,917_9821905184464824,191_9579574867021552,0.2676869554753847,0.02861635568922425,0.06726907630522087,0.001004016064257028,0.1361139538850382,0.09061244979919679,0.008098575205343989,0.0
20240425,18,801726,1,4,00,672_2425567546371265,714_7810586476051201,0.2959644669171717,0.29578545486192176,0.07028112449799197,0.0753012048192771,0.1433069677082313,0.14129664952394747,0.00945672135779298,0.014285685455389396
20230827,6,514212,1,21,02,142_6722951639358844,672_2425567546371265,6.393287687494264e-06,0.2959644669171717,0.001004016064257028,0.07028112449799197,0.0,0.1433069677082313,0.0,0.00945672135779298
20240103,15,953546,2,28,01,189_2785573597158934,179_7250339230980939,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240506,15,721778,5,0,SP,194_5737610441119034,134_7303687066503091,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240104,3,394112,7,0,02,136_7652944397986712,714_7810586476051201,6.393287687494264e-06,0.29578545486192176,0.001004016064257028,0.0753012048192771,0.0,0.14129664952394747,0.0,0.014285685455389396
20240427,15,333362,3,12,SP,122_3374328976481236,164_8917922049127540,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20231129,18,779555,4,19,SP,109_1484223179871710,169_3176717645281131,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230810,12,400605,5,22,01,459_9771999429864325,857_3947123346806583,0.29591332061567177,0.2958366011634218,0.06927710843373493,0.07028112449799197,0.1427267775555664,0.1418652477111666,0.00985913503259268,0.03485908457952412
20240320,8,662040,3,16,01,714_7810586476051201,672_2425567546371265,0.29578545486192176,0.2959644669171717,0.0753012048192771,0.07028112449799197,0.14129664952394747,0.1433069677082313,0.014285685455389396,0.00945672135779298
20240130,12,682574,5,16,01,142_7133734069444180,359_8748289854730524,6.393287687494264e-06,0.26477161628988727,0.001004016064257028,0.06726907630522087,0.0,0.136906850703786,0.0,0.009054307682993278
20240620,8,348638,1,18,01,459_9771999429864325,125_7146012700096340,0.29591332061567177,0.2645798176592624,0.06927710843373493,0.07831325301204818,0.1427267775555664,0.1353301883156426,0.00985913503259268,0.03697175637222255
20231016,15,524179,6,13,00,672_2425567546371265,672_2425567546371265,0.2959644669171717,0.2959644669171717,0.07028112449799197,0.07028112449799197,0.1433069677082313,0.1433069677082313,0.00945672135779298,0.00945672135779298
20240205,18,912996,8,30,SP,125_7146012700096340,714_7810586476051201,0.2645798176592624,0.29578545486192176,0.07831325301204818,0.0753012048192771,0.1353301883156426,0.14129664952394747,0.03697175637222255,0.014285685455389396
20231101,12,474831,1,22,SP,714_7810586476051201,198_3376182862071175,0.29578545486192176,0.031212030490346928,0.0753012048192771,0.001004016064257028,0.14129664952394747,0.09286295508832716,0.014285685455389396,0.0
20231015,8,401470,3,0,02,857_3947123346806583,140_1042520973809281,0.2958366011634218,0.03128874994259686,0.07028112449799197,0.001004016064257028,0.1418652477111666,0.09310637043587193,0.03485908457952412,0.0
20240131,21,206241,1,24,02,150_1507904654528529,179_3527171161406711,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240321,8,70889,8,16,00,120_4278252999880629,185_4215894614847188,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240308,6,87736,6,22,01,140_3192608871216766,714_7810586476051201,6.393287687494264e-06,0.29578545486192176,0.001004016064257028,0.0753012048192771,0.0,0.14129664952394747,0.0,0.014285685455389396
20231205,15,398473,4,27,00,175_7536807377002830,158_4847289095141203,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240321,15,75578,5,11,SP,104_2345530686813222,777_1130092367040023,6.393287687494264e-06,0.267303358214135,0.001004016064257028,0.06726907630522087,0.0,0.1340437796814635,0.0,0.03355124013642509
20240522,21,45903,4,3,SP,714_7810586476051201,359_8748289854730524,0.29578545486192176,0.26477161628988727,0.0753012048192771,0.06726907630522087,0.14129664952394747,0.136906850703786,0.014285685455389396,0.009054307682993278
20240418,21,993301,8,4,02,198_7790918890102785,714_7810586476051201,6.393287687494264e-06,0.29578545486192176,0.001004016064257028,0.0753012048192771,0.0,0.14129664952394747,0.0,0.014285685455389396
20230919,3,807125,1,14,01,168_9367414228411308,149_6225028169273521,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230711,15,681155,3,16,00,359_8748289854730524,714_7810586476051201,0.26477161628988727,0.29578545486192176,0.06726907630522087,0.0753012048192771,0.136906850703786,0.14129664952394747,0.009054307682993278,0.014285685455389396
20230910,0,362907,5,13,SP,165_5616200641559293,777_1130092367040023,6.393287687494264e-06,0.267303358214135,0.001004016064257028,0.06726907630522087,0.0,0.1340437796814635,0.0,0.03355124013642509
20231015,6,193337,5,21,01,137_8079716422252029,135_3719644973347696,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230902,21,792391,6,23,00,700_1400086102063774,121_7474326662157538,0.2957598817111718,0.031173670764221964,0.07228915662650602,0.001004016064257028,0.1410140562248996,0.09274172407646251,0.013883271780589693,0.0
20240503,18,158990,5,15,02,111_3881356121152863,183_2758752807301332,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230714,8,599522,4,17,00,459_9771999429864325,205_7764167623378289,0.29591332061567177,0.23900027362159787,0.06927710843373493,0.06024096385542168,0.1427267775555664,0.12658353341552925,0.00985913503259268,0.03289731791487558
20231125,8,140646,6,4,01,672_2425567546371265,155_3405026844808341,0.2959644669171717,0.031480548573221676,0.07028112449799197,0.001004016064257028,0.1433069677082313,0.09372052855220353,0.00945672135779298,0.0
20240331,18,547956,2,14,00,714_7810586476051201,459_9771999429864325,0.29578545486192176,0.29591332061567177,0.0753012048192771,0.06927710843373493,0.14129664952394747,0.1427267775555664,0.014285685455389396,0.00985913503259268
20231108,8,23765,6,1,00,171_6546250314157183,777_1130092367040023,6.393287687494264e-06,0.267303358214135,0.001004016064257028,0.06726907630522087,0.0,0.1340437796814635,0.0,0.03355124013642509
20240108,18,371747,2,4,SP,198_5596553442129602,134_3744748571561396,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20230717,21,426558,4,23,00,169_8767426303831674,125_7146012700096340,6.393287687494264e-06,0.2645798176592624,0.001004016064257028,0.07831325301204818,0.0,0.1353301883156426,0.0,0.03697175637222255
20230821,6,590205,7,14,02,118_1822109123279901,164_6146810384687999,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240202,21,92946,5,0,SP,177_5919836148235440,183_2473664477491316,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240621,3,561769,3,25,00,101_9879428691545364,118_8791356388298214,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
20240620,6,924817,2,2,01,169_5242476925159133,163_5789603234579525,6.393287687494264e-06,3.1966438437471325e-05,0.001004016064257028,0.001004016064257028,0.0,0.001004016064257028,0.0,0.0
