TRAN_DT,TRAN_TMRG,WD_FC_SN,WD_AC_SN,DPS_FC_SN,DPS_AC_SN,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,WD_NODE,DPS_NODE,WD_NODE_CENTRALITY,DPS_NODE_CENTRALITY
20230705,3,239,8431807531878597,719,7686942426013406,616768630,8,0,00,239-8431807531878597,719-7686942426013406,0.008928571428571428,0.11050153219018258
20232415,18,110,9320150310462526,195,8842643372411038,580646038,3,14,SP,110-9320150310462526,195-8842643372411038,0.020263516700161126,0.12093490773687265
20238117,12,742,2748143939628116,613,1063140883840279,573249196,3,14,SP,742-2748143939628116,613-1063140883840279,0.11713128921754712,0.008928571428571428
20238886,12,611,1603082742087239,367,8124243133698893,571804918,1,8,SP,611-1603082742087239,367-8124243133698893,0.053172153814129444,0.008928571428571428
20230705,18,173,3423842823186758,119,6001358796842436,17774522,3,24,SP,173-3423842823186758,119-6001358796842436,0.04899118028519511,0.020190443294683627
20237892,6,110,2271540463234460,826,7747145950165453,985571884,1,16,01,110-2271540463234460,826-7747145950165453,0.02029289708161859,0.021340173711110987
20231321,15,605,7068827837971218,815,4641007056446440,194790079,6,14,00,605-7068827837971218,815-4641007056446440,0.02762013843854714,0.008928571428571428
20230705,6,788,3083801090246868,465,9954731113142622,156138941,3,18,01,788-3083801090246868,465-9954731113142622,0.008928571428571428,0.02202625962851002
20240477,15,649,9920845647517272,991,6861984668561759,641467470,4,5,02,649-9920845647517272,991-6861984668561759,0.04891381791852842,0.08870908536659314
20238578,12,958,7006575239041143,907,7842849039562692,719055670,6,26,02,958-7006575239041143,907-7842849039562692,0.037485760624673535,0.12687251657248297
20237431,12,823,4276269967795110,266,1063140883840279,600516387,3,18,01,823-4276269967795110,266-1063140883840279,0.06438781988121618,0.02264496043230086
20239351,15,710,9954731113142622,702,9416530770345408,635558400,2,14,01,710-9954731113142622,702-9416530770345408,0.03679867860336793,0.018311882936798224
20231247,12,110,7468448814313056,119,5061334259510454,320346364,5,10,00,110-7468448814313056,119-5061334259510454,0.08055363595293553,0.024432807210838972
20239227,6,374,8977496880939750,654,5876848230691494,28007119,1,9,01,374-8977496880939750,654-5876848230691494,0.09416504498405745,0.02019236552353927
20238591,12,286,2491945320164300,798,9116610835456176,696044934,1,23,02,286-2491945320164300,798-9116610835456176,0.008928571428571428,0.026971167187712853
20238264,12,825,1270785049176245,385,9954731113142622,97751553,2,0,00,825-1270785049176245,385-9954731113142622,0.008928571428571428,0.10247438743896592
20238347,12,671,3561130202775528,673,7545139689068155,564490015,2,24,02,671-3561130202775528,673-7545139689068155,0.05203957224095969,0.008928571428571428
20240529,15,380,2047209330701854,578,8779672579355238,54965615,8,16,01,380-2047209330701854,578-8779672579355238,0.008928571428571428,0.009698207204391065
20239859,15,544,8550980258143723,839,1063140883840279,72205256,3,17,02,544-8550980258143723,839-1063140883840279,0.05579288591989173,0.0679275407901895
20232790,21,156,8320443097717128,991,6596219312221229,642245558,2,21,02,156-8320443097717128,991-6596219312221229,0.024712515331727698,0.01202111963696308
20240391,6,655,6722262113317312,991,9954731113142622,403482269,1,18,00,655-6722262113317312,991-9954731113142622,0.054410253754145405,0.0955850821300811
20238447,15,374,2826173690559376,533,7536587758564924,425607711,5,17,01,374-2826173690559376,533-7536587758564924,0.008928571428571428,0.014780373263518706
20239918,12,625,2424158530529819,991,3812184676113208,556156032,3,20,00,625-2424158530529819,991-3812184676113208,0.035782482841004305,0.025128555811119824
20239982,0,110,2103841508660485,862,9954731113142622,761516305,1,15,02,110-2103841508660485,862-9954731113142622,0.10089720393145242,0.017615884696406247
20238108,12,581,4150476430660699,435,5122226632292734,18281528,1,0,01,581-4150476430660699,435-5122226632292734,0.008928571428571428,0.12876480401149024
20230705,18,865,6211880722397435,119,9954731113142622,769511368,3,0,00,865-6211880722397435,119-9954731113142622,0.021946698279881736,0.0245293470682636
20240612,0,306,3440963833528928,706,3541684418334116,197812881,1,11,01,306-3440963833528928,706-3541684418334116,0.05873889021376001,0.01958941378959756
20230705,12,472,9147598398559896,674,4124704809865690,104147778,5,14,02,472-9147598398559896,674-4124704809865690,0.008928571428571428,0.025445914426192862
20238454,3,210,2051071610773635,134,6742606524326322,598809259,5,14,02,210-2051071610773635,134-6742606524326322,0.023050774307139758,0.010767568528741125
20239074,8,364,6478068855958093,669,3624476257816694,451744499,7,16,SP,364-6478068855958093,669-3624476257816694,0.047516120584885746,0.019957712677281247
20230705,6,209,6011620229824088,848,9954731113142622,922742380,2,17,01,209-6011620229824088,848-9954731113142622,0.016731412970908216,0.016431447056916675
20240280,15,110,1650132147539601,624,2638992703271444,953494156,5,13,00,110-1650132147539601,624-2638992703271444,0.008928571428571428,0.008928571428571428
20240612,0,863,6418206806987756,644,9954731113142622,481916831,2,16,00,863-6418206806987756,644-9954731113142622,0.008928571428571428,0.10175177381900928
20231673,15,726,9954731113142622,631,5882754951984509,636058078,8,4,02,726-9954731113142622,631-5882754951984509,0.04417743416657342,0.00918689037783176
20230705,21,644,6061117857385458,739,8400789656680169,997926532,2,22,SP,644-6061117857385458,739-8400789656680169,0.01038763340535293,0.019575534604709812
20238164,12,510,2506115183403085,771,8610856002382709,15822476,7,15,00,510-2506115183403085,771-8610856002382709,0.10335369007038678,0.010024076710184028
20230705,18,110,2065422186499068,920,6590308378882988,362451311,5,25,SP,110-2065422186499068,920-6590308378882988,0.025055016269833752,0.008928571428571428
20240612,12,922,1928450618047680,918,7116171739904983,630199562,7,24,00,922-1928450618047680,918-7116171739904983,0.008928571428571428,0.008928571428571428
20230705,12,208,8617075254475454,944,8872802602018986,56932053,1,0,02,208-8617075254475454,944-8872802602018986,0.06797347144683491,0.01693724288606276
20234063,15,110,8798215778927236,377,9358938759041778,872880399,1,13,02,110-8798215778927236,377-9358938759041778,0.008928571428571428,0.04724683473836929
20231916,21,303,1455968617242369,890,7584153085828715,377265790,1,13,00,303-1455968617242369,890-7584153085828715,0.03337990482493993,0.008928571428571428
20230705,6,110,8378933735941606,441,1505748374657636,247688685,7,16,02,110-8378933735941606,441-1505748374657636,0.07121782940616933,0.058269437390160196
20230705,3,306,9954731113142622,670,5205785447143937,319805345,2,0,02,306-9954731113142622,670-5205785447143937,0.008928571428571428,0.024710052686507965
20238001,21,430,7924948523225086,892,6037649420028054,548821017,8,13,SP,430-7924948523225086,892-6037649420028054,0.008928571428571428,0.02085944738615641
20239807,12,344,2956099650602752,140,3231270869799872,737766194,6,0,00,344-2956099650602752,140-3231270869799872,0.009412488379192462,0.03938254473865519
20239754,0,309,2336986759291868,119,8062532195856373,935539360,6,14,01,309-2336986759291868,119-8062532195856373,0.12902212479494107,0.026056292550795137
20238580,6,817,5099159850397924,187,6638220393315980,561522458,8,21,01,817-5099159850397924,187-6638220393315980,0.008928571428571428,0.008928571428571428
20239570,18,110,7768232942697175,319,2916392570709230,827748410,2,16,00,110-7768232942697175,319-2916392570709230,0.020976948568152697,0.017581779830773456
20238339,3,110,6991682865790310,119,9954731113142622,306384709,2,20,02,110-6991682865790310,119-9954731113142622,0.008928571428571428,0.10640153151973333
20230705,21,497,4124933118262233,978,7299574181401348,972709006,8,23,02,497-4124933118262233,978-7299574181401348,0.04309420900939746,0.011208405987746332
20230705,18,155,3426326802913946,222,5591372295058203,765550762,7,0,00,155-3426326802913946,222-5591372295058203,0.03383150489172258,0.07821009475745484
20240344,15,167,1367839091610896,920,7704307276992340,439862621,5,19,00,167-1367839091610896,920-7704307276992340,0.05234043605255546,0.008928571428571428
20239526,21,898,1270785049176245,700,5970260460385308,82409052,1,17,01,898-1270785049176245,700-5970260460385308,0.008928571428571428,0.08523059413009684
20230705,12,203,9755831776316830,616,1990898908310431,129192926,1,16,01,203-9755831776316830,616-1990898908310431,0.026641515556492863,0.10810626265769394
20230705,21,371,1841717229813054,714,5074672283231924,616098978,3,18,02,371-1841717229813054,714-5074672283231924,0.13382858808048026,0.061134920358152545
20230705,21,110,1549168113927824,737,6271319708698879,192531702,5,12,02,110-1549168113927824,737-6271319708698879,0.13392857142857142,0.13392857142857142
20239435,12,473,2597055882934000,721,4435275214768970,77202123,6,14,SP,473-2597055882934000,721-4435275214768970,0.07036919303045061,0.10075068748009215
20230705,3,144,5902695944546232,841,1524111781078135,560415379,5,0,01,144-5902695944546232,841-1524111781078135,0.07417719505235047,0.015108540892758024
20239336,6,610,9853150804411790,991,7163021064289536,686166745,2,14,02,610-9853150804411790,991-7163021064289536,0.022071949068155846,0.01643546465212439
20239574,6,387,9954731113142622,460,1800268597865665,970444318,1,26,00,387-9954731113142622,460-1800268597865665,0.05052188294736316,0.013323155485186516
20240217,21,110,3315548537214786,205,1063140883840279,233968250,3,15,00,110-3315548537214786,205-1063140883840279,0.040520726344697874,0.008928571428571428
20230705,12,448,9954731113142622,820,6450723082108173,6553238,6,25,00,448-9954731113142622,820-6450723082108173,0.008928571428571428,0.01191589492086609
20231103,15,745,4832763014179042,119,6556667042525836,312796510,5,12,00,745-4832763014179042,119-6556667042525836,0.10223002657118173,0.0827316527923233
20230705,12,830,7904199463720399,431,6489472105817384,332361230,2,16,SP,830-7904199463720399,431-6489472105817384,0.008928571428571428,0.008928571428571428
20230705,6,316,7609980417858375,991,8435179840907515,391779623,1,7,02,316-7609980417858375,991-8435179840907515,0.009725530893321262,0.008928571428571428
20230705,0,793,1270785049176245,784,9171496473275846,611165703,5,17,01,793-1270785049176245,784-9171496473275846,0.12716789754660468,0.11510027628148972
20230705,3,399,1270785049176245,808,1063140883840279,623401636,8,23,02,399-1270785049176245,808-1063140883840279,0.06805277340374027,0.06241685614285869
20238289,12,110,5634671351359224,458,7366483729641318,971230602,8,25,SP,110-5634671351359224,458-7366483729641318,0.02523514145161053,0.023127424574545127
20230705,6,110,4962317785690770,950,2882258553792428,925361787,8,20,SP,110-4962317785690770,950-2882258553792428,0.008928571428571428,0.12138401382665534
20230705,8,110,8913669394786690,943,5527976194164410,199043141,1,21,00,110-8913669394786690,943-5527976194164410,0.04999920892187204,0.008928571428571428
20230705,0,496,2706952358296525,119,3457750928417878,326996295,3,17,SP,496-2706952358296525,119-3457750928417878,0.04748572371378529,0.020693194319764692
