TRAN_DT,TRAN_TMRG,WD_FC_SN,WD_AC_SN,DPS_FC_SN,DPS_AC_SN,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,WD_NODE,DPS_NODE,WD_NODE_CENTRALITY,DPS_NODE_CENTRALITY
20240237,8,986,3310207338880140,857,7098509252966140,315389,8,28,00,986-3310207338880140,857-7098509252966140,0.05089763653943919,0.00022765628491721953
20230995,3,504,8847643368609804,308,3979428396646641,740940,4,12,01,504-8847643368609804,308-3979428396646641,9.968201437414648e-06,0.00041657641715948175
20240405,8,873,8357755273478649,815,7803031220280273,771675,7,24,SP,873-8357755273478649,815-7803031220280273,0.05021051926382473,0.00012329196634406999
20240492,8,747,8017372074707116,965,3651777822680161,655583,8,22,02,747-8017372074707116,965-3651777822680161,9.968201437414648e-06,0.000655794063935893
20240290,0,709,8111426247142027,318,6666802764934753,977002,6,18,02,709-8111426247142027,318-6666802764934753,0.0003332363093490607,0.04987589573816078
20230805,8,257,1040247834187715,876,3856917320812230,183015,4,0,00,257-1040247834187715,876-3856917320812230,0.05012742711756162,0.00038095524300517803
20230897,21,696,7880430324589939,474,3897837991584706,268298,7,0,SP,696-7880430324589939,474-3897837991584706,5.053123799820387e-05,0.0003964334600478484
20240324,6,989,3394092681739698,505,9811398077379504,602290,7,21,02,989-3394092681739698,505-9811398077379504,0.0001816634987516338,0.05024596358775608
20240455,18,599,7575134512522207,377,7127688997979273,785001,6,20,02,599-7575134512522207,377-7127688997979273,0.00027216234883461067,0.0502075739538689
20240319,0,307,1669335250895157,919,2296651210819364,119289,5,15,SP,307-1669335250895157,919-2296651210819364,9.968201437414648e-06,0.0005103387787723032
20230801,6,497,6097953937291703,436,3653423590641802,382256,3,12,00,497-6097953937291703,436-3653423590641802,0.050413009407949516,0.00030953783116565125
20240160,8,921,9985831613995968,622,6149044136831712,326864,1,21,02,921-9985831613995968,622-6149044136831712,0.05069198268570803,0.00014643460628158332
20240314,12,562,1555354044276407,448,8626391295786496,646091,5,17,01,562-1555354044276407,448-8626391295786496,9.968201437414648e-06,9.968201437414648e-06
20240221,15,881,8349199765190487,946,8009903446838811,116455,5,1,00,881-8349199765190487,946-8009903446838811,9.968201437414648e-06,0.0005625066247595881
20240548,8,879,8173605321705563,499,5817962527899144,791352,3,20,02,879-8173605321705563,499-5817962527899144,0.05038689310251193,0.049690303480051816
20231032,18,311,6712256196707794,883,1722400363625104,135158,2,4,SP,311-6712256196707794,883-1722400363625104,0.04872401486909619,0.00023155546148424355
20231021,18,349,2000842217396075,314,9904088594812646,156008,8,4,01,349-2000842217396075,314-9904088594812646,9.968201437414648e-06,0.05010535982941763
20240358,8,319,6633781116039273,921,4124770063917434,1008,4,16,02,319-6633781116039273,921-4124770063917434,0.04958917885704226,0.00049542868844864
20240233,8,875,8757163379526607,272,1588830354416212,229174,1,28,00,875-8757163379526607,272-1588830354416212,0.04994101578050897,0.05089653713478185
20231104,18,165,5696693103590196,377,6040751362449678,642978,6,12,00,165-5696693103590196,377-6040751362449678,0.0005287134248509976,0.050844516880263264
20231085,3,164,4906903878382868,540,9940034667860194,810922,1,19,02,164-4906903878382868,540-9940034667860194,9.968201437414648e-06,0.0005095377771254031
20240458,8,463,2370634629097972,508,6725299425116104,768399,2,15,02,463-2370634629097972,508-6725299425116104,9.968201437414648e-06,0.05019289672208879
20240441,0,488,7311712217729210,508,9778347074446956,47161,8,24,SP,488-7311712217729210,508-9778347074446956,9.968201437414648e-06,0.050321626687586656
20230686,6,235,5800224327140145,835,8020066305874698,17012,7,22,00,235-5800224327140145,835-8020066305874698,9.968201437414648e-06,0.05055902362846983
20240508,6,942,3862830884001611,161,5821015832201618,745654,6,22,02,942-3862830884001611,161-5821015832201618,9.905832322879251e-05,0.00016044163491123602
20240410,18,377,6014190954853806,345,7027791857279590,429872,5,1,02,377-6014190954853806,345-7027791857279590,0.05024054465293935,8.898065331323845e-05
20240615,0,704,4364245499044884,309,3626932285799163,802475,7,15,SP,704-4364245499044884,309-3626932285799163,9.968201437414648e-06,0.05086758006483797
20231187,8,285,6624010327705486,878,8217165575273995,628138,4,15,01,285-6624010327705486,878-8217165575273995,0.00013381139862247353,0.0003261334435445047
20240218,6,502,5930378712528782,472,1545511285728651,403350,6,17,01,502-5930378712528782,472-1545511285728651,0.04951676713934021,0.000346435713900408
20240161,15,639,8077309824368970,276,6635533513621004,863083,6,15,01,639-8077309824368970,276-6635533513621004,9.968201437414648e-06,0.05031194106193518
20240531,15,869,8341810555921223,275,1702920672125997,754767,7,27,00,869-8341810555921223,275-1702920672125997,0.05015017464717038,0.05067640707386984
20230946,8,308,6565073328197819,882,7602923725333330,11707,6,18,00,308-6565073328197819,882-7602923725333330,0.048963164154703614,0.05064362314240441
20230686,18,280,6014842852802959,254,1672015433200511,774238,8,21,SP,280-6014842852802959,254-1672015433200511,0.050184473394454907,0.050611096814186726
20231353,6,796,5930564480439210,298,6236121952212438,620278,7,3,02,796-5930564480439210,298-6236121952212438,9.968201437414648e-06,0.05024581357447098
20231044,6,780,8832962872182886,965,9934885181874542,313887,7,19,00,780-8832962872182886,965-9934885181874542,3.398873060353335e-05,0.05079119108450629
20240232,18,513,9888434408549290,673,1115553290875236,718580,8,22,00,513-9888434408549290,673-1115553290875236,0.050094425420253344,9.968201437414648e-06
20231087,15,739,4643221119034096,941,9684807205688594,685508,2,2,01,739-4643221119034096,941-9684807205688594,9.968201437414648e-06,0.00038248009403276653
20230657,3,512,9579401173018914,473,7446245458318838,662939,7,16,01,512-9579401173018914,473-7446245458318838,0.050244912419925805,0.050409438298876195
20240239,12,374,6091587779488774,419,3431893583016970,491760,6,2,SP,374-6091587779488774,419-3431893583016970,0.05028838221716673,0.00017346654868400185
20231040,12,506,9840128513116896,263,1441335349981400,757509,1,1,02,506-9840128513116896,263-1441335349981400,9.968201437414648e-06,0.00018970159415584295
20240323,0,502,9895783424863258,759,5062092572015303,896116,4,21,01,502-9895783424863258,759-5062092572015303,0.05006780207494233,0.0002157524626685957
20231024,8,384,1819725526442892,436,1591594430235108,964099,7,28,00,384-1819725526442892,436-1591594430235108,9.968201437414648e-06,0.05047777698180657
20240547,21,165,4950834562474738,293,5702993935478637,726443,6,3,01,165-4950834562474738,293-5702993935478637,0.00016062356599951837,9.60949853776656e-05
20240360,18,906,9565364117924358,724,5086852375435072,767873,1,18,01,906-9565364117924358,724-5086852375435072,0.050326716825363674,0.00032347445118630704
20230908,15,312,6639777314229294,943,2823915376263720,132178,1,15,00,312-6639777314229294,943-2823915376263720,0.04891786177201936,0.050731974644792684
20231131,6,789,8441695839792716,279,1689056841841148,736986,7,18,00,789-8441695839792716,279-1689056841841148,9.968201437414648e-06,0.05089763653943919
20231033,0,177,5718053770995941,271,1728301919404948,58908,4,3,SP,177-5718053770995941,271-1728301919404948,6.866177613878705e-05,0.05089763653943919
20230743,12,377,3278995972058349,899,1777305558966006,906912,3,28,02,377-3278995972058349,899-1777305558966006,9.968201437414648e-06,0.00018950448927550337
20230944,8,336,4086607686919510,903,9743658787948896,276528,1,25,SP,336-4086607686919510,903-9743658787948896,5.0501839659540305e-05,0.00010695133058845566
20231196,8,862,8235814799844436,418,1581709049396915,822130,6,11,00,862-8235814799844436,418-1581709049396915,0.04970593056733732,8.108260116642927e-05
20230620,18,317,6693842238249874,604,7336784246655505,788568,7,22,00,317-6693842238249874,604-7336784246655505,0.04965679844459737,0.0004932486013580657
20240314,15,925,6178747532960044,652,6967004440057578,339238,4,18,SP,925-6178747532960044,652-6967004440057578,0.05056965155833914,0.00013914573871308812
20240420,8,932,3378731333378912,885,9680659326434754,298534,3,15,01,932-3378731333378912,885-9680659326434754,0.0503539533525823,3.454152622654402e-05
20231033,18,363,7275624745225800,907,3457229661193948,14565,8,23,02,363-7275624745225800,907-3457229661193948,2.4388555084108738e-05,0.050590291754320296
20231062,12,828,7582477914088337,989,3189202526530469,142251,4,4,00,828-7582477914088337,989-3189202526530469,0.00014981410424490837,0.05089763653943919
20240484,0,707,2498017402489342,383,1892269633754142,597221,5,11,02,707-2498017402489342,383-1892269633754142,0.000406005279727365,0.05053241743750097
20231175,12,140,2487523478663982,981,3289599703482281,928676,2,15,01,140-2487523478663982,981-3289599703482281,0.0005112826350564437,0.05089763653943919
20230673,8,528,3887331001682148,530,3483135348241047,465339,1,23,02,528-3887331001682148,530-3483135348241047,0.0500127035845843,0.0008446618460874718
20240525,6,775,3326256326670981,874,9789692258033672,511763,5,14,02,775-3326256326670981,874-9789692258033672,9.968201437414648e-06,0.0002053906146040231
20231004,8,315,6090202851547250,285,1510946591159501,243044,1,13,00,315-6090202851547250,285-1510946591159501,0.04939828339780599,0.05089763653943919
20240193,0,317,1630453462268568,915,1698417965016416,238865,4,16,SP,317-1630453462268568,915-1698417965016416,0.049767832066949416,0.05073671911102453
20231054,12,538,8210389737705144,260,5298884688806451,953867,7,28,01,538-8210389737705144,260-5298884688806451,0.0004285322441863411,0.049329483148925254
20231095,0,277,1421902690122648,989,3663872090445385,118009,5,4,02,277-1421902690122648,989-3663872090445385,0.04993585310682743,0.05053503849355482
20240198,21,942,3912406858800210,908,3851628517998909,584563,8,4,00,942-3912406858800210,908-3851628517998909,9.968201437414648e-06,0.050593886267116035
20239991,8,319,1459895755603094,917,1883092668164600,200693,3,13,00,319-1459895755603094,917-1883092668164600,0.04913311995621487,0.0003492447564032561
20230873,15,316,6646904210194710,380,6076751022958044,139895,5,19,01,316-6646904210194710,380-6076751022958044,0.00011848982176967523,0.05051994280788179
20230975,3,320,6699232007487639,854,3335947654777575,809625,7,26,SP,320-6699232007487639,854-3335947654777575,9.968201437414648e-06,0.050852708036630716
20240254,8,452,2535527252355384,893,9999794004830420,668582,3,3,02,452-2535527252355384,893-9999794004830420,0.00017512096353931785,0.05020263656570811
20231262,12,433,9940726847628120,147,6764813880792247,798976,7,17,01,433-9940726847628120,147-6764813880792247,3.9977194817913355e-05,9.968201437414648e-06
20230994,21,174,8286943648965610,945,3775969663033604,121493,8,30,SP,174-8286943648965610,945-3775969663033604,0.00011882103676622577,0.00041150219981059706
20230712,0,932,9803465622713274,290,5273242745845783,795258,6,22,00,932-9803465622713274,290-5273242745845783,0.05029246466616626,0.05028180097436621
20230961,8,157,4742813508735314,715,7021416814895358,810403,3,16,02,157-4742813508735314,715-7021416814895358,9.968201437414648e-06,0.0005272376294286022
20240615,6,698,3184141599885316,139,9238760109331962,652241,6,15,00,698-3184141599885316,139-9238760109331962,9.968201437414648e-06,2.4846149882028215e-05
20240298,12,498,7924223382236096,923,9654855358423966,824131,3,26,01,498-7924223382236096,923-9654855358423966,9.968201437414648e-06,0.00023617703912973533
20240469,0,986,3306495327510612,508,9531062709405064,479115,5,23,02,986-3306495327510612,508-9531062709405064,0.05040158995099349,0.049938135222514016
20240358,6,869,7838075143205882,286,1688838766812138,729527,8,19,01,869-7838075143205882,286-1688838766812138,9.968201437414648e-06,0.05050968320286997
20230951,12,870,9125283794238744,286,5376562240259558,844713,4,27,00,870-9125283794238744,286-5376562240259558,0.05032605560772439,0.05022812964314117
20231070,8,872,7760985424770735,315,1621283519999259,791387,1,0,SP,872-7760985424770735,315-1621283519999259,0.05039074006057015,9.968201437414648e-06
20231285,8,170,1628263496161015,265,1673439519175820,782090,1,14,01,170-1628263496161015,265-1673439519175820,9.968201437414648e-06,0.05062008781581523
20240263,18,990,6092657139228220,408,3090873708079391,279765,6,18,SP,990-6092657139228220,408-3090873708079391,0.050298957279038436,6.708436795547064e-05
20240545,6,867,8437915264253096,153,8186565333068296,155749,7,12,00,867-8437915264253096,153-8186565333068296,0.04994559635737235,9.968201437414648e-06
20240196,8,317,6641856033423015,922,8463053090187400,1008,3,20,01,317-6641856033423015,922-8463053090187400,0.04962614163069151,0.05034329098892757
20240226,6,153,3196544804676610,849,2427652551757202,134443,6,14,01,153-3196544804676610,849-2427652551757202,9.968201437414648e-06,0.050890078673710704
20240615,3,735,7705418431477457,400,9678356535046730,705337,6,22,01,735-7705418431477457,400-9678356535046730,9.968201437414648e-06,0.00014406031091511071
20230668,12,311,6625090334162970,924,7395611285155128,46522,6,28,00,311-6625090334162970,924-7395611285155128,0.04919840285050437,0.05069248369646757
20231062,12,484,5442270958982855,322,9689626707659044,694503,5,4,SP,484-5442270958982855,322-9689626707659044,9.968201437414648e-06,0.05025847343656929
20240393,6,923,3992085912698674,285,5352673815349190,813805,6,18,00,923-3992085912698674,285-5352673815349190,0.05061833344635476,0.05045299314146788
